"Ainsworth_Rookwood2" "Ainsworth_Rookwood3" "Badcock_RealLifeInLondon" "Bowring_MinorMorals1" "Bowring_MinorMorals2" "Cooper_LastMohicans_1" "Cooper_LastMohicans_2" "Cooper_LastMohicans_3" "Cooper_LastMohicans_4" "Cooper_TheBravo2" "Doyle_SherlockHolmes_1" "Doyle_SherlockHolmes_2" "Doyle_SherlockHolmes_3" "Doyle_SherlockHolmes_4" "Doyle_SignOfTheFour_1" "Edgeworth_HarryandLucy1" "Edgeworth_HarryandLucy2" "Edgeworth_HarryandLucy4" "Edgeworth_Helen" "Egan_LifeInLondon" "Ferrier_Destiny1" "Ferrier_Destiny2" "Galt_Spaewife1" "Galt_Spaewife3" "Gilman_RecollectionsofSouthernMatron" "Godwin_StLeon" "Hawthorne_TwiceToldTales_1" "Hawthorne_TwiceToldTales_2" "Hawthorne_TwiceToldTales_3" "Irving_BracebridgeHall1" "Irving_BracebridgeHall2" "Irving_SketchBookOfGeoffreyCrayon_1" "Irving_SketchBookOfGeoffreyCrayon_2" "Irving_SketchBookOfGeoffreyCrayon_4" "Landor_PericlesAndAspesia2" "Lytton_LastDayOfPompeii1" "Lytton_LastDayOfPompeii3" "Melville_MobyDick_2" "Melville_MobyDick_3" "Melville_MobyDick_4" "Poe_Assignation_1834" "Poe_Berenice_1835" "Poe_CaskOfAmontillado" "Poe_FactsOfTheCaseOfMValdemar_1845" "Poe_FallOfHouseUsher" "Poe_HopFrog_1849" "Poe_KingPest_1835" "Poe_Ligeia_1838" "Poe_MaskOfTheRedDeath" "Poe_Metzengerstein_1832" "Poe_Morella_1835" "Poe_Raven" "Poe_ShadowAParable_1835" "Poe_Tamerlane_1829" "Poe_TheManOfTheCrowd_1840" "Poe_TheMesmericRevelation_1844" "Poe_TheOvalPortrait_1842" "Poe_TheSphinx_1846" "Quincey_Klosterheim" "Scott_ChroniclesOftheCanongate1" "Scott_ChroniclesOftheCanongate2" "Scott_ChroniclesOftheCanongate3" "Scott_TheAbbot1" "Scott_TheAbbot3" "Scott_Woodstock1" "Scott_Woodstock2" "Scott_Woodstock3" "Southey_TheDoctor1"
"ages" 0.00361768323565589 0 0.00249509298379853 0.00287438919229664 0.00551495932717496 0 0.00543862511557078 0.00272057023152053 0.00544054840727945 0.00149505883056498 0 0 0 0 0 0.00203699177055325 0.00713432143685234 0.00174025024798566 0 0.00408030031010282 0.00427469168786201 0 0 0 0 0.00780944943381492 0.0027269504513103 0.01363698349925 0.0109095867994 0.0130579555594246 0.00348056106644391 0.0253348956518985 0.0190011717389239 0.00633452633579324 0.0226051137790727 0.0177707572317109 0.0124644762427083 0.0057173349595975 0.00571766185747775 0.00952344672583902 0 0 0 0 0.0279095729835334 0 0 0 0 0.0317762948840165 0 0 0 0 0.0284738041002278 0 0 0 0.00570515746234596 0.00194170986971127 0 0 0.00202667099023145 0.00187726445024311 0.00392449275931086 0.0044099488445934 0 0.00659848234905972
"agitation" 0.00361768323565589 0.00881329044198652 0.00291094181443162 0 0.00275747966358748 0 0.00271931255778539 0.00272057023152053 0 0.00149505883056498 0.00382614018977655 0.00382745818501933 0.0114801775600796 0 0.00231894812513044 0 0 0 0.0109404402433154 0.00408030031010282 0.00641203753179302 0.0371664312792686 0 0.00272903419479846 0.0080654917933621 0.00520629962254328 0.0054539009026206 0.00272739669984999 0 0.00870530370628305 0.0208833663986635 0 0.00316686195648732 0 0.00251167930878585 0 0.00498579049708331 0 0 0 0.0225733634311512 0 0 0 0.0558191459670667 0 0 0 0 0 0 0 0 0 0.0284738041002278 0 0.0775795190069822 0 0.0342309447740758 0.00194170986971127 0 0.00752728641324802 0.0101333549511572 0.00375452890048621 0.00588673913896629 0.0066149232668901 0.0135961930659415 0
"devoted" 0 0.00660996783148989 0.00790112778202868 0.00574877838459327 0.00275747966358748 0.00272012621385632 0.00271931255778539 0.00544114046304105 0 0.00598023532225993 0.00382614018977655 0.00382745818501933 0 0.00765462339252909 0.00695684437539132 0 0.00178358035921308 0 0.00656426414598923 0.00204015015505141 0.00641203753179302 0.013008250947744 0 0.00272903419479846 0.0120982376900432 0.00976181179226865 0 0 0.00272739669984999 0.00435265185314153 0.00348056106644391 0.00316686195648732 0.00316686195648732 0.00633452633579324 0.00251167930878585 0.0157962286504097 0.00249289524854166 0 0 0.00380937869033561 0 0 0 0 0 0 0.021362956633198 0 0 0 0 0 0 0 0 0 0 0 0 0.0058251296091338 0.0024268899405412 0.00501819094216535 0.0121600259413887 0.00563179335072932 0.00588673913896629 0 0.0190346702923182 0
"disturbed" 0 0.00440664522099326 0.00291094181443162 0.00287438919229664 0.00551495932717496 0.00272012621385632 0.00271931255778539 0.00544114046304105 0.00272027420363973 0.00598023532225993 0 0.00382745818501933 0.00382672585335987 0.00765462339252909 0.00463789625026088 0.00611097531165974 0.00535074107763925 0 0.00218808804866308 0 0 0.00557496469189028 0 0.00818710258439538 0.00403274589668105 0.00976181179226865 0.0163617027078618 0.00545479339969999 0.00272739669984999 0.00652897777971229 0.00696112213288782 0 0.00950058586946195 0.00316726316789662 0 0.00394905716260243 0.0149573714912499 0 0 0 0 0.0312695434646654 0.0428265524625268 0 0.0139547864917667 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0228206298493838 0.00776683947884507 0.00970755976216479 0.00501819094216535 0.0101333549511572 0.00938632225121553 0.00196224637965543 0.0154348209560769 0.00271923861318831 0.00219949411635324
"dogs" 0 0.00440664522099326 0.00457433713696397 0.00574877838459327 0 0.00272012621385632 0.00815793767335618 0.00544114046304105 0.0163216452218384 0 0 0 0 0 0.0115947406256522 0 0 0.00174025024798566 0 0.0183613513954627 0.00213734584393101 0.0204415372035977 0 0 0.0604911884502158 0 0 0 0 0.0130579555594246 0.0278444885315513 0.00950058586946195 0 0.00316726316789662 0.00753503792635756 0 0.00249289524854166 0.00190577831986583 0.00571766185747775 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00388341973942254 0.0024268899405412 0.00501819094216535 0.00202667099023145 0 0.00784898551862172 0.00881989768918681 0.00815771583956492 0.00219949411635324
"duties" 0.00361768323565589 0.00220332261049663 0.00623773245949632 0 0.00551495932717496 0 0.0108772502311416 0.00272057023152053 0.00272027420363973 0.0313962354418646 0.00765228037955311 0 0 0.0191365584813227 0.00231894812513044 0 0 0.00174025024798566 0 0.00204015015505141 0.00427469168786201 0.00185832156396343 0.00541447831501435 0.00545806838959692 0.0241964753800863 0.00520629962254328 0.0081808513539309 0.00545479339969999 0.00545479339969999 0.00435265185314153 0.00696112213288782 0 0.00316686195648732 0.00633452633579324 0.00753503792635756 0.00197452858130121 0 0.00190577831986583 0 0.0019046893451678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0228206298493838 0.00776683947884507 0.0024268899405412 0 0.00608001297069434 0.00187726445024311 0.00196224637965543 0.0066149232668901 0.0163154316791298 0
"extended" 0.0108530497069677 0.00881329044198652 0.00415848830633088 0.00287438919229664 0 0.00544025242771265 0.00815793767335618 0.0108822809260821 0.00816082261091918 0.00149505883056498 0.00382614018977655 0 0.00765345170671973 0.00382731169626454 0.00231894812513044 0.00203699177055325 0.00178358035921308 0 0.00218808804866308 0 0.00854938337572403 0.00743328625585371 0 0 0.0080654917933621 0.00520629962254328 0.0054539009026206 0.00545479339969999 0.00545479339969999 0.00217632592657076 0 0.00316686195648732 0.00950058586946195 0.00633452633579324 0.00251167930878585 0.00789811432520486 0.00747868574562497 0.00381155663973167 0 0.00380937869033561 0 0 0 0.0282805429864253 0 0 0.021362956633198 0.0324675324675325 0 0.063552589768033 0 0 0 0 0 0.0267737617135207 0 0 0.00570515746234596 0.00776683947884507 0.00728066982162359 0.00250909547108267 0.0101333549511572 0.00750905780097242 0.00784898551862172 0.0110248721114835 0.00543847722637661 0.00659848234905972
"hastened" 0.00361768323565589 0.00220332261049663 0.00124754649189926 0.00862316757688991 0 0.00272012621385632 0.00543862511557078 0 0 0.00598023532225993 0 0 0.00382672585335987 0.00765462339252909 0.00231894812513044 0.00203699177055325 0.00356716071842617 0 0.00218808804866308 0 0.00427469168786201 0.013008250947744 0.00541447831501435 0.0136451709739923 0.0120982376900432 0.00780944943381492 0 0.00272739669984999 0.00272739669984999 0.00652897777971229 0.0139222442657756 0.00633372391297463 0.00950058586946195 0 0 0.0256688715569158 0.0174502667397916 0 0 0 0 0 0.0428265524625268 0 0 0 0 0.0162337662337662 0 0 0 0 0 0 0 0 0 0 0 0.0058251296091338 0.00728066982162359 0.00501819094216535 0.00608001297069434 0.0187726445024311 0 0.0110248721114835 0.00543847722637661 0
"hoped" 0 0.00220332261049663 0.00665358129012941 0.00287438919229664 0.00827243899076244 0.00272012621385632 0 0.00816171069456158 0 0.0089703529833899 0.00765228037955311 0.00382745818501933 0 0.00382731169626454 0.00463789625026088 0.00611097531165974 0.0124850625144916 0.0191427527278423 0.0371974968272723 0 0.00427469168786201 0.00929160781981714 0 0 0 0.0110633866979045 0.0054539009026206 0.00272739669984999 0 0.00435265185314153 0.00174028053322196 0 0 0 0.00251167930878585 0.00592358574390364 0.00249289524854166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0114103149246919 0.00388341973942254 0.00728066982162359 0 0.00405334198046289 0.00187726445024311 0 0 0.00271923861318831 0
"hurry" 0 0.00220332261049663 0.00457433713696397 0 0 0.00272012621385632 0.00543862511557078 0 0 0.00149505883056498 0.0191307009488828 0.00382745818501933 0 0.0114819350887936 0.00463789625026088 0.0122219506233195 0.0142686428737047 0.010441501487914 0.0196927924379677 0.00204015015505141 0.00213734584393101 0.0148665725117074 0 0 0 0.00130157490563582 0.0027269504513103 0.0109095867994 0.00545479339969999 0.00217632592657076 0.0174028053322196 0.0126674478259493 0.00950058586946195 0.00950178950368986 0.00502335861757171 0.00394905716260243 0.00249289524854166 0.00762311327946333 0.00381177457165183 0 0 0 0.0428265524625268 0 0 0 0 0.0162337662337662 0 0 0 0 0 0 0 0 0 0 0 0.0058251296091338 0 0 0.00608001297069434 0.00563179335072932 0.00196224637965543 0.0022049744222967 0 0.00219949411635324
"marks" 0 0.00220332261049663 0.000831697661266177 0 0.00827243899076244 0.0108805048554253 0.013596562788927 0.0353674130097668 0.00272027420363973 0.00299011766112997 0.00382614018977655 0.011482374555058 0.0153069034134395 0.00765462339252909 0.00695684437539132 0 0.00356716071842617 0.0087012512399283 0.00218808804866308 0.00204015015505141 0.00427469168786201 0.00743328625585371 0 0 0 0.00520629962254328 0.0027269504513103 0 0.00272739669984999 0 0.00522084159966587 0.00316686195648732 0.00633372391297463 0.00316726316789662 0.00502335861757171 0 0 0.00762311327946333 0.0133412110007814 0.00571406803550341 0 0 0 0 0 0 0 0 0 0.0317762948840165 0 0 0 0 0 0 0 0 0.0171154723870379 0.0116502592182676 0.00728066982162359 0.0100363818843307 0.00810668396092578 0.00187726445024311 0.00392449275931086 0.0066149232668901 0 0.00439898823270648
"monk" 0 0 0.000415848830633088 0.0258695027306697 0 0 0 0 0 0.091198588664464 0 0 0 0 0 0.00407398354110649 0 0.00174025024798566 0 0 0 0 0 0 0 0 0 0 0 0.00435265185314153 0.00174028053322196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0162337662337662 0 0 0 0 0 0 0 0 0 0 0 0.0252422283062465 0.024268899405412 0.0100363818843307 0.0243200518827773 0.00187726445024311 0 0 0.00543847722637661 0.00219949411635324
"offence" 0.0108530497069677 0.00660996783148989 0.00582188362886324 0.0143719459614832 0.00275747966358748 0 0 0 0 0.00598023532225993 0 0 0.00382672585335987 0 0 0 0 0 0 0.00408030031010282 0.0170987667514481 0.00557496469189028 0.0216579132600574 0.0136451709739923 0.00403274589668105 0.00585708707536119 0 0.00272739669984999 0.00272739669984999 0.00217632592657076 0 0.00633372391297463 0 0 0.00502335861757171 0.00592358574390364 0.00249289524854166 0.00190577831986583 0 0 0 0 0 0 0 0 0.021362956633198 0 0 0 0 0 0 0 0 0 0 0 0.0114103149246919 0.00970854934855634 0.012134449702706 0.00752728641324802 0.0121600259413887 0.00563179335072932 0.00588673913896629 0.0198447698006703 0.0135961930659415 0.00879797646541296
"raising" 0.0144707329426235 0.00881329044198652 0.00291094181443162 0 0.00275747966358748 0.0163207572831379 0.013596562788927 0.00272057023152053 0.0244824678327575 0.0089703529833899 0.00382614018977655 0.00382745818501933 0 0.00382731169626454 0.00695684437539132 0.00203699177055325 0.00535074107763925 0.00522075074395698 0.00218808804866308 0.00408030031010282 0.00427469168786201 0.00743328625585371 0.016243434945043 0.0109161367791938 0 0.00195236235845373 0.0054539009026206 0.00272739669984999 0.00272739669984999 0.00435265185314153 0 0 0 0 0.00753503792635756 0.00592358574390364 0 0 0.00381177457165183 0.00380937869033561 0 0 0 0 0 0 0 0.0162337662337662 0 0 0 0 0 0 0 0 0 0 0.0114103149246919 0.0135919690879789 0.0024268899405412 0.0100363818843307 0.00405334198046289 0.00375452890048621 0.00588673913896629 0.0154348209560769 0 0.00219949411635324
"require" 0 0.00660996783148989 0.00540603479823015 0.00574877838459327 0.00275747966358748 0.00272012621385632 0 0.00272057023152053 0 0.00598023532225993 0 0 0 0 0.00231894812513044 0.00203699177055325 0.00356716071842617 0.00696100099194264 0.00437617609732616 0.00816060062020565 0.00213734584393101 0.00371664312792686 0.00541447831501435 0.0191032393635892 0 0.00976181179226865 0.0054539009026206 0 0.00272739669984999 0.00217632592657076 0 0.00316686195648732 0.00633372391297463 0.00316726316789662 0.00502335861757171 0.00394905716260243 0.00249289524854166 0.00381155663973167 0.00190588728582592 0.0019046893451678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00776683947884507 0.0024268899405412 0.0125454773554134 0.0162133679218516 0.00938632225121553 0.00392449275931086 0.0066149232668901 0.0108769544527532 0.0153964588144727
"stretched" 0 0.00660996783148989 0.00124754649189926 0 0.00551495932717496 0.00544025242771265 0.0163158753467124 0.0190439916206437 0.0136013710181986 0.00149505883056498 0.0191307009488828 0.00765491637003866 0.00382672585335987 0.00382731169626454 0.00695684437539132 0.0122219506233195 0.00535074107763925 0.0174025024798566 0.00656426414598923 0 0.00213734584393101 0 0.0108289566300287 0.00545806838959692 0.00403274589668105 0.00195236235845373 0.0054539009026206 0 0 0 0.00522084159966587 0.00316686195648732 0.00950058586946195 0.00316726316789662 0 0.0177707572317109 0.0124644762427083 0.00762311327946333 0.00190588728582592 0.00761875738067121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0171154723870379 0.00194170986971127 0.00485377988108239 0.00250909547108267 0.00405334198046289 0.00750905780097242 0.00196224637965543 0 0 0.00439898823270648
"virtues" 0.00361768323565589 0 0.00166339532253235 0.0373670594998563 0.0248173169722873 0 0.00543862511557078 0.00816171069456158 0 0.00299011766112997 0 0 0.00382672585335987 0 0 0 0 0 0 0.00204015015505141 0.00213734584393101 0.00185832156396343 0.016243434945043 0.00818710258439538 0 0.0149681114148119 0 0.00818219009954998 0.00545479339969999 0.00435265185314153 0.00174028053322196 0.0158343097824366 0.0158343097824366 0.00633452633579324 0.0150700758527151 0.0118471714878073 0 0 0.00190588728582592 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0058251296091338 0 0.00501819094216535 0.00202667099023145 0.00187726445024311 0 0.0110248721114835 0.00271923861318831 0.0175959529308259
"vulgar" 0 0 0.00665358129012941 0.00574877838459327 0 0.00816037864156897 0.00543862511557078 0.00544114046304105 0 0.0134555294750848 0.0114784205693297 0 0 0 0.00231894812513044 0.00203699177055325 0.00356716071842617 0 0.00656426414598923 0.0183613513954627 0.014961420907517 0.00185832156396343 0 0 0 0.00715866198099701 0 0 0.00545479339969999 0.00870530370628305 0.00522084159966587 0.00633372391297463 0.00950058586946195 0 0.00753503792635756 0.0197452858130121 0.0149573714912499 0 0 0 0.0225733634311512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0541711809317443 0 0.00388341973942254 0.0024268899405412 0.00250909547108267 0.00608001297069434 0.00187726445024311 0.00392449275931086 0.0022049744222967 0.00271923861318831 0.00439898823270648
"bid" 0.00361768323565589 0.00881329044198652 0.00415848830633088 0.00574877838459327 0.00275747966358748 0.00544025242771265 0 0.00272057023152053 0.00272027420363973 0.00598023532225993 0 0 0 0 0 0.0122219506233195 0.00535074107763925 0.0087012512399283 0 0.0122409009303085 0.00213734584393101 0.00185832156396343 0.016243434945043 0.00545806838959692 0.00403274589668105 0.00585708707536119 0.0054539009026206 0.00818219009954998 0.0109095867994 0 0.00174028053322196 0 0 0 0.00251167930878585 0.00197452858130121 0 0 0.00381177457165183 0.00761875738067121 0 0 0 0 0 0 0 0 0.0413736036408771 0 0 0 0 0 0 0 0 0 0 0.0116502592182676 0.00728066982162359 0.0100363818843307 0.0141866969316201 0.00938632225121553 0.00588673913896629 0.0110248721114835 0.0135961930659415 0
"bill" 0 0.00440664522099326 0.0270301739911507 0.00287438919229664 0.00275747966358748 0 0 0 0 0 0.00382614018977655 0.00765491637003866 0.00765345170671973 0.0114819350887936 0 0 0 0.00174025024798566 0.00218808804866308 0.0204015015505141 0.00213734584393101 0.00185832156396343 0.00541447831501435 0.00272903419479846 0.0201637294834053 0 0 0 0.00818219009954998 0 0 0.00316686195648732 0 0.00316726316789662 0.00251167930878585 0.00197452858130121 0 0.00381155663973167 0 0.0019046893451678 0 0 0 0 0 0.0277238702522872 0 0 0 0 0 0 0 0 0 0 0 0.0541711809317443 0 0.00388341973942254 0 0.00250909547108267 0 0 0 0 0 0.0153964588144727
"bishop" 0 0 0.00124754649189926 0.00287438919229664 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.21116465428556 0.103703299402342 0 0.00195236235845373 0.0027269504513103 0 0 0 0.00174028053322196 0 0.00316686195648732 0 0.00251167930878585 0 0 0.00381155663973167 0.00571766185747775 0 0.0225733634311512 0 0 0 0.0139547864917667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194170986971127 0.0024268899405412 0 0.00608001297069434 0.00375452890048621 0 0.0044099488445934 0.00271923861318831 0.0329924117452986
"clodius" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.169809457991904 0.0847584384504163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"considering" 0 0 0.00499018596759706 0 0.00275747966358748 0 0.00271931255778539 0.0108822809260821 0.0108810968145589 0 0 0.011482374555058 0 0 0.00231894812513044 0.00814796708221299 0.0107014821552785 0.0191427527278423 0.00437617609732616 0 0.00641203753179302 0.0148665725117074 0.00541447831501435 0.00545806838959692 0 0.00325393726408955 0.0027269504513103 0 0 0.00217632592657076 0.00348056106644391 0.00316686195648732 0.00316686195648732 0.00633452633579324 0 0 0 0.0209635615185242 0.0190588728582592 0.00380937869033561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00570515746234596 0.00388341973942254 0.00728066982162359 0 0.00202667099023145 0.00750905780097242 0.00981123189827715 0 0.00543847722637661 0.00659848234905972
"discourse" 0.0144707329426235 0 0.00249509298379853 0.00287438919229664 0.00275747966358748 0.00272012621385632 0 0.0136028511576026 0.00272027420363973 0.0149505883056498 0 0 0 0 0 0 0 0.00174025024798566 0 0.00204015015505141 0.00213734584393101 0.00185832156396343 0.0108289566300287 0.0300193761427831 0.0080654917933621 0.0130157490563582 0.0109078018052412 0.00545479339969999 0.00272739669984999 0 0 0 0 0 0.0100467172351434 0 0 0 0 0.0019046893451678 0 0 0 0 0 0 0 0 0 0 0 0.0914913083257091 0 0 0 0.0267737617135207 0 0.0541711809317443 0 0.0058251296091338 0.0169882295837884 0.00752728641324802 0.00405334198046289 0 0.0156979710372434 0.0044099488445934 0.0108769544527532 0.0175959529308259
"execution" 0.00723536647131177 0.00660996783148989 0.0070694301207625 0.00574877838459327 0.00551495932717496 0.00272012621385632 0 0.0108822809260821 0.00544054840727945 0.0089703529833899 0 0.00382745818501933 0 0 0 0 0 0.00522075074395698 0.00218808804866308 0.0142810510853599 0 0.00185832156396343 0.016243434945043 0.0136451709739923 0 0.00585708707536119 0.0027269504513103 0.00818219009954998 0 0.00217632592657076 0 0.00316686195648732 0.00316686195648732 0.00316726316789662 0.00502335861757171 0 0.00498579049708331 0 0 0 0 0 0 0 0 0.0277238702522872 0 0 0 0 0 0 0 0 0 0 0.0775795190069822 0 0.0114103149246919 0.0058251296091338 0.012134449702706 0.0175636682975787 0.00202667099023145 0.00750905780097242 0.00981123189827715 0.0022049744222967 0.0217539089055065 0.00219949411635324
"grasp" 0.0144707329426235 0.0286431939364562 0.00249509298379853 0.00287438919229664 0 0.0217610097108506 0.0163158753467124 0.00272057023152053 0 0.00448517649169495 0.00765228037955311 0.00382745818501933 0.00382672585335987 0.00765462339252909 0 0 0 0 0 0.00816060062020565 0.00213734584393101 0.00185832156396343 0 0 0.00403274589668105 0.00455551216972537 0.0054539009026206 0.00272739669984999 0.0109095867994 0.00652897777971229 0 0 0.00316686195648732 0 0.0100467172351434 0.0256688715569158 0.00997158099416662 0 0.00571766185747775 0.0019046893451678 0.0225733634311512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00570515746234596 0.0135919690879789 0 0.00501819094216535 0.00202667099023145 0.0131408511517017 0.00392449275931086 0 0.00271923861318831 0
"opinions" 0.0108530497069677 0 0.00332679064506471 0.0373670594998563 0.0110299186543499 0.00544025242771265 0.00271931255778539 0.0136028511576026 0.0108810968145589 0.0104654118139549 0 0 0 0 0 0.00611097531165974 0 0.00522075074395698 0 0 0.0235108042832411 0 0 0.00545806838959692 0.00403274589668105 0.00130157490563582 0.0027269504513103 0 0.00272739669984999 0.0130579555594246 0.0121819637325537 0.0126674478259493 0.00316686195648732 0.0126690526715865 0.00753503792635756 0 0.00249289524854166 0 0.00190588728582592 0 0.0225733634311512 0 0 0 0.0139547864917667 0 0 0 0 0.0317762948840165 0 0 0 0 0 0 0 0 0 0 0.00728066982162359 0.00250909547108267 0.00202667099023145 0.00187726445024311 0.013735724657588 0.0044099488445934 0.00815771583956492 0.00219949411635324
"parents" 0 0 0.00332679064506471 0.00862316757688991 0.0220598373086998 0 0.00271931255778539 0.00272057023152053 0 0.00598023532225993 0 0 0 0.0114819350887936 0 0.00611097531165974 0 0.00174025024798566 0 0.00816060062020565 0.0406095710346891 0 0 0 0.0322619671734484 0.00585708707536119 0.0190886531591721 0.00545479339969999 0.0109095867994 0.00217632592657076 0.00348056106644391 0.00316686195648732 0.0126674478259493 0.0221708421752763 0.00251167930878585 0.00789811432520486 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0317762948840165 0 0 0 0 0 0 0 0 0 0 0.0024268899405412 0.00501819094216535 0.0101333549511572 0.00375452890048621 0.00196224637965543 0 0 0.00659848234905972
"plainly" 0.00723536647131177 0.00660996783148989 0.00249509298379853 0 0 0.00272012621385632 0.013596562788927 0.0163234213891232 0 0.00448517649169495 0.00382614018977655 0.00765491637003866 0.0114801775600796 0.00765462339252909 0.00695684437539132 0.00407398354110649 0.00356716071842617 0.00174025024798566 0.0131285282919785 0 0.00427469168786201 0.00185832156396343 0.00541447831501435 0.00545806838959692 0 0.00065078745281791 0.0027269504513103 0 0 0.00217632592657076 0 0 0 0 0.00753503792635756 0.00394905716260243 0 0.0152462265589267 0.0190588728582592 0.019046893451678 0 0 0 0 0 0 0 0 0 0 0 0.0914913083257091 0 0 0 0.0535475234270415 0 0 0 0.00776683947884507 0 0.00501819094216535 0.0101333549511572 0.00187726445024311 0.00784898551862172 0.00881989768918681 0.00815771583956492 0.00879797646541296
"practised" 0.0144707329426235 0.00660996783148989 0.00873282544329485 0.00287438919229664 0.00551495932717496 0 0.00815793767335618 0.0163234213891232 0.0163216452218384 0.0284061177807347 0 0 0 0 0 0.00407398354110649 0.00535074107763925 0 0.00437617609732616 0.00408030031010282 0 0 0 0 0 0.00455551216972537 0.0054539009026206 0.00545479339969999 0 0.00435265185314153 0.00174028053322196 0 0.00316686195648732 0 0 0.00789811432520486 0.00498579049708331 0.00190577831986583 0.00381177457165183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0058251296091338 0.00485377988108239 0 0.00202667099023145 0.00375452890048621 0.00981123189827715 0.0066149232668901 0.00271923861318831 0.0109974705817662
"provided" 0.00723536647131177 0.00220332261049663 0.00914867427392794 0.0143719459614832 0.00551495932717496 0.00272012621385632 0.00271931255778539 0 0.00272027420363973 0.00598023532225993 0.00382614018977655 0 0 0.0114819350887936 0.00463789625026088 0.00203699177055325 0.00356716071842617 0.0139220019838853 0.00218808804866308 0.00204015015505141 0.00854938337572403 0 0 0 0.0120982376900432 0.00715866198099701 0 0.00545479339969999 0.00545479339969999 0.00217632592657076 0.00348056106644391 0.00316686195648732 0.00316686195648732 0.00950178950368986 0.0100467172351434 0.00197452858130121 0.00249289524854166 0 0.00762354914330367 0 0 0 0 0 0 0 0 0 0.0413736036408771 0 0 0 0 0 0 0 0 0 0 0.0058251296091338 0.0024268899405412 0.00752728641324802 0.00202667099023145 0 0.00392449275931086 0.00881989768918681 0 0.0153964588144727
"quarrel" 0.0108530497069677 0.00440664522099326 0.00207924415316544 0.00862316757688991 0.00275747966358748 0 0 0.00272057023152053 0.00272027420363973 0.00149505883056498 0.00765228037955311 0.011482374555058 0 0 0.00927579250052176 0.0101849588527662 0.00535074107763925 0 0 0.00408030031010282 0.00427469168786201 0.00371664312792686 0.00541447831501435 0.00272903419479846 0 0.00130157490563582 0.0027269504513103 0.00272739669984999 0 0.00652897777971229 0.00522084159966587 0 0 0.00633452633579324 0.00502335861757171 0 0.00498579049708331 0.00190577831986583 0 0 0 0 0 0 0 0 0 0 0 0.0317762948840165 0 0 0 0 0 0 0 0 0 0.0174753888274014 0.0388302390486591 0.0225818592397441 0.00405334198046289 0.00938632225121553 0.00981123189827715 0.0044099488445934 0.0326308633582597 0
"wholly" 0 0.00660996783148989 0.00748527895139559 0.0143719459614832 0.0330897559630498 0 0.00271931255778539 0.00272057023152053 0 0 0 0 0 0 0 0 0.00178358035921308 0.00174025024798566 0.00218808804866308 0.00204015015505141 0.00427469168786201 0.00929160781981714 0 0.00272903419479846 0 0.0169204737732657 0.0109078018052412 0.00272739669984999 0.00272739669984999 0 0 0 0 0 0 0.00592358574390364 0.0124644762427083 0.0209635615185242 0.0114353237149555 0.00761875738067121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00501819094216535 0.00202667099023145 0.00375452890048621 0 0.0022049744222967 0 0.00219949411635324
"brain" 0.00361768323565589 0.0132199356629798 0.00291094181443162 0 0.00275747966358748 0 0.00815793767335618 0 0.00272027420363973 0.00149505883056498 0.00382614018977655 0.00382745818501933 0 0 0.00231894812513044 0 0 0 0 0.00408030031010282 0.00213734584393101 0.00185832156396343 0 0 0.00403274589668105 0.00260314981127164 0 0.00272739669984999 0.00545479339969999 0.00870530370628305 0 0 0.00316686195648732 0 0 0.00592358574390364 0.00747868574562497 0.0171520048787925 0.0247765347157369 0.0152375147613424 0 0.0312695434646654 0 0 0.0139547864917667 0.0277238702522872 0 0.0324675324675325 0 0 0.0473036896877956 0 0 0 0 0.107095046854083 0 0 0 0.00194170986971127 0.00728066982162359 0.0125454773554134 0.00202667099023145 0.0131408511517017 0.00392449275931086 0.0110248721114835 0 0.0197954470471792
