"Ainsworth_Rookwood2" "Ainsworth_Rookwood3" "Badcock_RealLifeInLondon" "Bowring_MinorMorals1" "Bowring_MinorMorals2" "Cooper_LastMohicans_1" "Cooper_LastMohicans_2" "Cooper_LastMohicans_3" "Cooper_LastMohicans_4" "Cooper_TheBravo2" "Doyle_SherlockHolmes_1" "Doyle_SherlockHolmes_2" "Doyle_SherlockHolmes_3" "Doyle_SherlockHolmes_4" "Doyle_SignOfTheFour_1" "Edgeworth_HarryandLucy1" "Edgeworth_HarryandLucy2" "Edgeworth_HarryandLucy4" "Edgeworth_Helen" "Egan_LifeInLondon" "Ferrier_Destiny1" "Ferrier_Destiny2" "Galt_Spaewife1" "Galt_Spaewife3" "Gilman_RecollectionsofSouthernMatron" "Godwin_StLeon" "Hawthorne_TwiceToldTales_1" "Hawthorne_TwiceToldTales_2" "Hawthorne_TwiceToldTales_3" "Irving_BracebridgeHall1" "Irving_BracebridgeHall2" "Irving_SketchBookOfGeoffreyCrayon_1" "Irving_SketchBookOfGeoffreyCrayon_2" "Irving_SketchBookOfGeoffreyCrayon_4" "Landor_PericlesAndAspesia2" "Lytton_LastDayOfPompeii1" "Lytton_LastDayOfPompeii3" "Melville_MobyDick_2" "Melville_MobyDick_3" "Melville_MobyDick_4" "Poe_Assignation_1834" "Poe_Berenice_1835" "Poe_CaskOfAmontillado" "Poe_FactsOfTheCaseOfMValdemar_1845" "Poe_FallOfHouseUsher" "Poe_HopFrog_1849" "Poe_KingPest_1835" "Poe_Ligeia_1838" "Poe_MaskOfTheRedDeath" "Poe_Metzengerstein_1832" "Poe_Morella_1835" "Poe_Raven" "Poe_ShadowAParable_1835" "Poe_Tamerlane_1829" "Poe_TheManOfTheCrowd_1840" "Poe_TheMesmericRevelation_1844" "Poe_TheOvalPortrait_1842" "Poe_TheSphinx_1846" "Quincey_Klosterheim" "Scott_ChroniclesOftheCanongate1" "Scott_ChroniclesOftheCanongate2" "Scott_ChroniclesOftheCanongate3" "Scott_TheAbbot1" "Scott_TheAbbot3" "Scott_Woodstock1" "Scott_Woodstock2" "Scott_Woodstock3" "Southey_TheDoctor1"
"pompeii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00178358035921308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.359364201796821 0.413820611257915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"passing" 0.00361768323565589 0.0132199356629798 0.0274460228217838 0.00287438919229664 0.0137873983179374 0.0190408834969943 0.0190351879044977 0.0163234213891232 0.0326432904436767 0.0194357647973448 0.0114784205693297 0.011482374555058 0.0153069034134395 0.00765462339252909 0.0115947406256522 0.0122219506233195 0.0178358035921308 0.00696100099194264 0.00875235219465231 0.0163212012404113 0.00427469168786201 0.013008250947744 0.0216579132600574 0.00818710258439538 0.0282292212767674 0.0065078745281791 0.0245425540617927 0.0272739669984999 0.0300013636983499 0.0152342814859953 0.0174028053322196 0.0190011717389239 0.0380023434778478 0.00950178950368986 0.00753503792635756 0.0157962286504097 0.00498579049708331 0.0133404482390608 0.0114353237149555 0.0133328254161746 0 0 0 0 0.0279095729835334 0 0 0.0162337662337662 0 0 0 0 0 0 0 0 0 0 0.0171154723870379 0.0155336789576901 0.00728066982162359 0.0125454773554134 0.0101333549511572 0.00375452890048621 0 0.0110248721114835 0.00815771583956492 0.00879797646541296
"single" 0.0217060994139353 0.00440664522099326 0.00499018596759706 0 0.00551495932717496 0.0326415145662759 0.0407896883667809 0.0353674130097668 0.0435243872582356 0.0179407059667798 0.0229568411386593 0.022964749110116 0.0153069034134395 0.00765462339252909 0.00927579250052176 0.00407398354110649 0.00713432143685234 0.00348050049597132 0.0131285282919785 0.0204015015505141 0.0170987667514481 0.013008250947744 0.00541447831501435 0.00818710258439538 0.0080654917933621 0.021475985942991 0.0081808513539309 0.0463657438974499 0.00818219009954998 0.00870530370628305 0.00522084159966587 0.0158343097824366 0 0.00316726316789662 0.0226051137790727 0.0138217000691085 0.00747868574562497 0.0171520048787925 0.0209647601440851 0.0171422041065102 0.0451467268623025 0.0625390869293308 0.0428265524625268 0.0282805429864253 0 0.0277238702522872 0.021362956633198 0.0487012987012987 0.0413736036408771 0.063552589768033 0 0 0 0 0 0 0 0 0.0228206298493838 0.0155336789576901 0.00970755976216479 0.0175636682975787 0.00405334198046289 0.00563179335072932 0.00981123189827715 0.0264596930675604 0.0135961930659415 0.0219949411635324
"year" 0.0108530497069677 0.00220332261049663 0.0178814997172228 0.0114975567691865 0.0193023576451124 0.00272012621385632 0.00271931255778539 0 0 0.0104654118139549 0.0267829813284359 0.022964749110116 0.0191336292667993 0.0344458052663809 0.0162326368759131 0.00814796708221299 0.0142686428737047 0.0156622522318709 0.00437617609732616 0.00408030031010282 0.0170987667514481 0.00557496469189028 0 0.00818710258439538 0.0080654917933621 0.0169204737732657 0.0190886531591721 0.00818219009954998 0.1145506613937 0.0174106074125661 0.0261042079983293 0.0158343097824366 0.0126674478259493 0.0126690526715865 0.0326518310142161 0.0157962286504097 0.00997158099416662 0.0133404482390608 0.00381177457165183 0.0114281360710068 0 0.0312695434646654 0 0.0282805429864253 0.0139547864917667 0 0 0 0 0.0317762948840165 0.0473036896877956 0 0.301507537688442 0 0 0 0 0 0.0114103149246919 0.0135919690879789 0.0024268899405412 0 0.00202667099023145 0.00187726445024311 0.00981123189827715 0.00881989768918681 0.00271923861318831 0.0483888705597713
"history" 0.00723536647131177 0.00440664522099326 0.00332679064506471 0.0488646162690428 0.0413621949538122 0.00272012621385632 0.013596562788927 0.00272057023152053 0.00816082261091918 0.00747529415282491 0.00382614018977655 0 0.00382672585335987 0.00382731169626454 0.00231894812513044 0.0101849588527662 0.0160522232329178 0.0243635034717992 0.0109404402433154 0.0306022523257712 0 0.00371664312792686 0.00541447831501435 0.00545806838959692 0 0.021475985942991 0.0081808513539309 0.0109095867994 0.0354561570980499 0.00652897777971229 0.0139222442657756 0.060170377173259 0.0665041010862337 0.0285053685110696 0.0703270206460039 0.0138217000691085 0.00747868574562497 0.0171520048787925 0.00762354914330367 0.00380937869033561 0 0 0 0 0.0139547864917667 0 0.021362956633198 0 0 0 0 0 0 0 0.0569476082004556 0 0 0.0541711809317443 0 0.0194170986971127 0 0.0100363818843307 0.0202667099023145 0.00750905780097242 0.00588673913896629 0.0022049744222967 0 0.0615858352578907
"raised" 0.0108530497069677 0.0330498391574494 0.00748527895139559 0.00862316757688991 0.0137873983179374 0.0516823980632701 0.0299124381356393 0.0272057023152053 0.0380838388509562 0.0134555294750848 0.00382614018977655 0.011482374555058 0.0114801775600796 0.0153092467850582 0.00695684437539132 0.0122219506233195 0.0196193839513439 0.0191427527278423 0.00656426414598923 0 0.012824075063586 0.0148665725117074 0.016243434945043 0.0109161367791938 0.0161309835867242 0.00715866198099701 0.0218156036104824 0.00272739669984999 0.00818219009954998 0.00870530370628305 0.00522084159966587 0 0.0126674478259493 0 0.0150700758527151 0.0315924573008194 0.0448721144737498 0.00952889159932917 0.00762354914330367 0.0152375147613424 0 0 0.0428265524625268 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0114103149246919 0.0174753888274014 0.024268899405412 0.0276000501819094 0.0222933808925459 0.016895380052188 0.0215847101762097 0.0132298465337802 0.0108769544527532 0.0109974705817662
"determined" 0.00361768323565589 0.00881329044198652 0.0257826274992515 0.0258695027306697 0.0248173169722873 0.00544025242771265 0.0108772502311416 0.00544114046304105 0.0136013710181986 0.00747529415282491 0.0114784205693297 0.011482374555058 0.0229603551201592 0.0153092467850582 0.00695684437539132 0.00611097531165974 0.0107014821552785 0.0156622522318709 0.0262570565839569 0.0204015015505141 0.00213734584393101 0.00185832156396343 0.0108289566300287 0.0109161367791938 0.00403274589668105 0.035793309904985 0.0109078018052412 0.00545479339969999 0 0.0304685629719907 0.0243639274651074 0.0190011717389239 0.00633372391297463 0.0190035790073797 0.00753503792635756 0.00197452858130121 0 0 0 0.0019046893451678 0 0 0 0.0282805429864253 0 0.0277238702522872 0.021362956633198 0 0 0.0317762948840165 0 0 0 0 0 0 0 0 0.0171154723870379 0.00970854934855634 0.012134449702706 0.0250909547108267 0.00810668396092578 0.0206499089526742 0.0215847101762097 0.0132298465337802 0.0217539089055065 0
"step" 0.0108530497069677 0.0132199356629798 0.00914867427392794 0.0114975567691865 0.0110299186543499 0.0136006310692816 0.0163158753467124 0.0190439916206437 0.0190419194254781 0.0269110589501697 0.0191307009488828 0.0191372909250966 0.0267870809735191 0.0191365584813227 0.0394221181272175 0.016295934164426 0.021402964310557 0.0174025024798566 0.0328213207299462 0 0.00854938337572403 0.00557496469189028 0 0.00818710258439538 0.0080654917933621 0.00585708707536119 0.0299964549644133 0.0218191735987999 0.0163643801991 0.00652897777971229 0.0104416831993317 0.00633372391297463 0.0126674478259493 0.00316726316789662 0.017581755161501 0.0236943429756146 0.00997158099416662 0.00952889159932917 0.00381177457165183 0.0133328254161746 0.0225733634311512 0 0 0 0.0418643594753 0 0.021362956633198 0.0324675324675325 0.0827472072817542 0.0317762948840165 0 0 0 0 0.0284738041002278 0.0267737617135207 0 0 0.0342309447740758 0.0213588085668239 0.00970755976216479 0.00752728641324802 0.0222933808925459 0.0187726445024311 0.0117734782779326 0.0198447698006703 0.0190346702923182 0.00439898823270648
"green" 0.0289414658852471 0.0242365487154629 0.0103962207658272 0.0143719459614832 0.0110299186543499 0.0108805048554253 0.0163158753467124 0.0108822809260821 0.00272027420363973 0.00149505883056498 0 0 0.00765345170671973 0.00382731169626454 0.00463789625026088 0.00407398354110649 0.00178358035921308 0.0208830029758279 0.00437617609732616 0.0122409009303085 0.00854938337572403 0.00371664312792686 0.0108289566300287 0.00818710258439538 0.0403274589668105 0.00130157490563582 0.0490851081235854 0.0354561570980499 0.0381835537978999 0.0304685629719907 0.0574292575963245 0.0570035152167717 0.0316686195648732 0.0475089475184493 0.00502335861757171 0.0157962286504097 0.0124644762427083 0.0133404482390608 0.0209647601440851 0.0209515827968458 0.0225733634311512 0 0 0 0 0 0 0 0.124120810922631 0 0 0 0 0 0 0 0 0 0 0.00388341973942254 0 0.00501819094216535 0.00810668396092578 0.00938632225121553 0.013735724657588 0.0110248721114835 0 0.0351919058616518
"papa" 0 0 0.00124754649189926 0.109226789307272 0.0496346339445747 0 0 0 0 0 0 0 0 0 0.00231894812513044 0.152774382791494 0.0909625983198673 0.0626490089274838 0 0 0.0491589544104131 0.0631829331747566 0 0 0.173408073557285 0.014317323961994 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"village" 0.00361768323565589 0.00220332261049663 0.00166339532253235 0.031618281115263 0.0275747966358748 0 0.00543862511557078 0.0272057023152053 0.0544054840727945 0 0 0 0.0267870809735191 0 0 0.00407398354110649 0.00535074107763925 0.00522075074395698 0.00218808804866308 0.00204015015505141 0.00641203753179302 0 0 0 0 0.00130157490563582 0.054539009026206 0.0218191735987999 0.0436383471975999 0.0326448888985615 0.158365528523198 0.069670963042721 0.0506697913037971 0.091850631869002 0.00251167930878585 0 0 0.00381155663973167 0.00381177457165183 0.0019046893451678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194170986971127 0 0.00752728641324802 0.0263467228730088 0.0244044378531604 0.00588673913896629 0.0044099488445934 0.00543847722637661 0.00439898823270648
"cecilia" 0 0.00220332261049663 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.74613802459411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"glaucus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.430447230723665 0.309119010819165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"roland" 0 0 0.000415848830633088 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.283733938632402 0.377330154498864 0 0 0 0
"walls" 0.00723536647131177 0.0352531617679461 0.0166339532253235 0.00574877838459327 0.00827243899076244 0 0.013596562788927 0.00544114046304105 0.00272027420363973 0.0179407059667798 0 0.00382745818501933 0.0267870809735191 0 0.0115947406256522 0.00611097531165974 0.00178358035921308 0.010441501487914 0 0.0224416517055655 0.00213734584393101 0.00185832156396343 0 0.00818710258439538 0.0201637294834053 0.0123649616035403 0.0109078018052412 0.01909177689895 0.0163643801991 0.0304685629719907 0.0121819637325537 0.0221680336954112 0.0380023434778478 0.0158363158394831 0.0251167930878585 0.0454141573699279 0.0498579049708331 0 0.00952943642912958 0.00571406803550341 0 0 0.171306209850107 0 0.1255930784259 0 0 0.0324675324675325 0.124120810922631 0.0317762948840165 0 0 0.100502512562814 0 0 0 0.155159038013964 0 0.0342309447740758 0.0116502592182676 0.00485377988108239 0.015054572826496 0.018240038912083 0.0187726445024311 0.00981123189827715 0.00881989768918681 0.00543847722637661 0.00219949411635324
"change" 0.0144707329426235 0.0242365487154629 0.0120596160883596 0.0114975567691865 0.0248173169722873 0.0163207572831379 0.0217545004622831 0.0326468427782463 0.00272027420363973 0.0179407059667798 0.0153045607591062 0.00765491637003866 0.00765345170671973 0.0306184935701164 0.0185515850010435 0.00611097531165974 0.0124850625144916 0.0121817517358996 0.0196927924379677 0.0102007507752571 0.00641203753179302 0.026016501895488 0.016243434945043 0.0109161367791938 0.0201637294834053 0.0195236235845373 0.0245425540617927 0.0463657438974499 0.0245465702986499 0.00217632592657076 0.00696112213288782 0.0221680336954112 0.00316686195648732 0 0.0150700758527151 0.0138217000691085 0.00498579049708331 0.0057173349595975 0.00381177457165183 0.00380937869033561 0 0.0312695434646654 0 0.0282805429864253 0.0279095729835334 0 0 0.0324675324675325 0 0 0 0 0 0 0.0569476082004556 0 0 0 0.0456412596987677 0.0116502592182676 0.012134449702706 0.00752728641324802 0.0121600259413887 0.016895380052188 0.00588673913896629 0.0066149232668901 0.00815771583956492 0.0153964588144727
"hard" 0.00361768323565589 0.0198299034944697 0.00998037193519412 0.00862316757688991 0.00827243899076244 0.0163207572831379 0.0108772502311416 0.00544114046304105 0.0108810968145589 0.0119604706445199 0.0153045607591062 0.0306196654801546 0.0267870809735191 0.0306184935701164 0.0255084293764348 0.024443901246639 0.0178358035921308 0.00522075074395698 0.0131285282919785 0.0204015015505141 0.00854938337572403 0.00371664312792686 0.0108289566300287 0.0136451709739923 0.00403274589668105 0.00520629962254328 0.0136347522565515 0 0.00818219009954998 0.0174106074125661 0.0313250495979952 0.00316686195648732 0.00316686195648732 0.0126690526715865 0.00753503792635756 0.0118471714878073 0.0199431619883332 0.0323982314377192 0.0343059711448665 0.0438078549388595 0 0 0 0 0 0 0 0 0 0 0 0 0.100502512562814 0 0 0 0 0 0 0.0174753888274014 0.0218420094648708 0.0100363818843307 0.0162133679218516 0.00375452890048621 0.0156979710372434 0.0264596930675604 0.0190346702923182 0.00219949411635324
"instead" 0.00361768323565589 0.00220332261049663 0.0116437672577265 0.0258695027306697 0.0110299186543499 0.0136006310692816 0.0163158753467124 0.046249693935849 0.0217621936291178 0.00299011766112997 0.0153045607591062 0.00382745818501933 0.00765345170671973 0.00382731169626454 0.0115947406256522 0.0366658518699584 0.0178358035921308 0.0139220019838853 0.0109404402433154 0.0204015015505141 0.014961420907517 0.00557496469189028 0.0108289566300287 0.0163742051687908 0.0120982376900432 0.00715866198099701 0.0081808513539309 0.01909177689895 0.0218191735987999 0.0239395851922784 0.0174028053322196 0.0221680336954112 0.0158343097824366 0.0221708421752763 0.0251167930878585 0.00789811432520486 0.00498579049708331 0.011434669919195 0.0171529855724332 0.00571406803550341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00570515746234596 0.00970854934855634 0.0169882295837884 0.0250909547108267 0.018240038912083 0.00938632225121553 0.0255092029355206 0.0132298465337802 0.0163154316791298 0.0219949411635324
"foot" 0.00361768323565589 0.017626580883973 0.00873282544329485 0.0143719459614832 0.00551495932717496 0.0353616407801322 0.0190351879044977 0.0380879832412874 0.0108810968145589 0.0119604706445199 0.00382614018977655 0.034447123665174 0.00382672585335987 0.0153092467850582 0.0371031700020871 0.0101849588527662 0.00535074107763925 0.0087012512399283 0.00437617609732616 0.00408030031010282 0.00854938337572403 0.0111499293837806 0.0324868698900861 0.0191032393635892 0.0080654917933621 0.00520629962254328 0.0245425540617927 0.0163643801991 0.0327287603981999 0.0239395851922784 0.0104416831993317 0.0285017576083859 0.0126674478259493 0.0316726316789662 0 0.00789811432520486 0.00997158099416662 0.00952889159932917 0.00762354914330367 0.0171422041065102 0.0225733634311512 0 0.12847965738758 0 0 0.0277238702522872 0.021362956633198 0.0324675324675325 0.124120810922631 0 0 0 0 0 0 0 0 0.0541711809317443 0.0171154723870379 0.0194170986971127 0.0194151195243296 0.015054572826496 0.00608001297069434 0.0225271734029173 0.0196224637965543 0.0176397953783736 0.0163154316791298 0.0109974705817662
"ladies" 0.0144707329426235 0.00660996783148989 0.0303569646362154 0.00574877838459327 0.00275747966358748 0.0163207572831379 0.0108772502311416 0.00272057023152053 0 0.0224258824584747 0 0 0.00382672585335987 0.0306184935701164 0.00695684437539132 0.0101849588527662 0.0196193839513439 0.00696100099194264 0.0262570565839569 0.0448833034111311 0.012824075063586 0.0185832156396343 0.0487303048351291 0.0436645471167754 0.0362947130701295 0.0065078745281791 0.0163617027078618 0.01909177689895 0.0163643801991 0.0282922370454199 0.0226236469318854 0.00316686195648732 0.0158343097824366 0.00316726316789662 0.00251167930878585 0.00592358574390364 0.00498579049708331 0.0057173349595975 0.0133412110007814 0 0 0 0 0 0 0 0.021362956633198 0 0 0 0 0 0 0 0 0 0 0 0.0228206298493838 0.0058251296091338 0 0 0.00810668396092578 0.0281589667536466 0 0.0022049744222967 0.00543847722637661 0.0153964588144727
"past" 0.0144707329426235 0.017626580883973 0.0149705579027912 0.0201207243460765 0.0165448779815249 0.00816037864156897 0.013596562788927 0.0136028511576026 0.0108810968145589 0.0194357647973448 0.0267829813284359 0.022964749110116 0.0153069034134395 0.0229638701775873 0.0255084293764348 0.00203699177055325 0.00178358035921308 0.0121817517358996 0.0175047043893046 0.00612045046515423 0.010686729219655 0.0334497881513417 0 0 0.0120982376900432 0.0149681114148119 0.0109078018052412 0.0327287603981999 0.0490931405972999 0.0217632592657076 0.0156625247989976 0.00633372391297463 0.0190011717389239 0.0158363158394831 0.0226051137790727 0.0157962286504097 0.0274218477339582 0.00381155663973167 0.00571766185747775 0.0152375147613424 0.0225733634311512 0.0312695434646654 0 0 0 0 0.021362956633198 0 0 0 0 0 0 0.06426735218509 0.0284738041002278 0 0 0 0.0285257873117298 0.0058251296091338 0.00728066982162359 0.00250909547108267 0.00202667099023145 0.0131408511517017 0.00784898551862172 0.0044099488445934 0.00815771583956492 0.0109974705817662
"heyward" 0 0 0 0 0 0.282893126241058 0.307282319029749 0.223086758984683 0.108810968145589 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"language" 0.00361768323565589 0.00440664522099326 0.0153864067334243 0.0258695027306697 0.0193023576451124 0.0489622718494138 0.0380703758089955 0.0598525450934516 0.059846032480074 0.0134555294750848 0.00382614018977655 0 0 0 0 0 0.00535074107763925 0.00522075074395698 0.00437617609732616 0.0102007507752571 0.00427469168786201 0.00743328625585371 0.0108289566300287 0.00545806838959692 0.0120982376900432 0.0136665365091761 0.0027269504513103 0.00272739669984999 0.00545479339969999 0.00870530370628305 0.00696112213288782 0.0158343097824366 0.0570035152167717 0.0126690526715865 0.0728386999547898 0.027643400138217 0.00498579049708331 0.00190577831986583 0.00190588728582592 0 0.0451467268623025 0 0 0 0 0 0 0.0324675324675325 0 0 0.0473036896877956 0 0 0 0 0 0 0 0.0228206298493838 0.00970854934855634 0.0169882295837884 0.00501819094216535 0.00608001297069434 0.00563179335072932 0.0215847101762097 0.0132298465337802 0.0163154316791298 0.0241944352798856
"reached" 0.00723536647131177 0.0132199356629798 0.0178814997172228 0.031618281115263 0.0193023576451124 0.0217610097108506 0.0271931255778539 0.0272057023152053 0.0163216452218384 0.0299011766112997 0.0191307009488828 0.0153098327400773 0.0229603551201592 0.0153092467850582 0.0231894812513044 0.0101849588527662 0.0124850625144916 0.010441501487914 0.0218808804866308 0.00612045046515423 0.00427469168786201 0.013008250947744 0.00541447831501435 0.0163742051687908 0.0161309835867242 0.0130157490563582 0.0136347522565515 0.0163643801991 0.00545479339969999 0.00870530370628305 0.0208833663986635 0.00950058586946195 0.0126674478259493 0.0126690526715865 0.00251167930878585 0.00789811432520486 0.0124644762427083 0.00762311327946333 0.00571766185747775 0.019046893451678 0 0 0.0856531049250535 0.0282805429864253 0.0279095729835334 0 0.021362956633198 0.0324675324675325 0 0 0 0 0 0.12853470437018 0.0284738041002278 0 0 0.0541711809317443 0.0228206298493838 0.0058251296091338 0.0145613396432472 0.00752728641324802 0.00405334198046289 0.00563179335072932 0.00784898551862172 0.0044099488445934 0.0163154316791298 0.00659848234905972
"following" 0.0217060994139353 0.0132199356629798 0.0482384643534382 0.0143719459614832 0.0165448779815249 0.00816037864156897 0.00815793767335618 0.0272057023152053 0.0108810968145589 0.0104654118139549 0.0191307009488828 0.011482374555058 0.0114801775600796 0.00382731169626454 0.00695684437539132 0.00814796708221299 0.0142686428737047 0.0087012512399283 0.00218808804866308 0.0285621021707198 0.014961420907517 0.0148665725117074 0.0108289566300287 0.00818710258439538 0.0362947130701295 0.00780944943381492 0.0081808513539309 0.00545479339969999 0.00545479339969999 0.00870530370628305 0.00870140266610978 0.0221680336954112 0.00950058586946195 0.00950178950368986 0.00753503792635756 0.0118471714878073 0.0124644762427083 0.00952889159932917 0.00381177457165183 0.0114281360710068 0.0225733634311512 0 0 0 0 0 0.021362956633198 0 0 0 0 0 0 0 0 0.0267737617135207 0 0 0.0228206298493838 0.0058251296091338 0.00485377988108239 0.00250909547108267 0.00405334198046289 0.00375452890048621 0.00588673913896629 0.0044099488445934 0.00543847722637661 0.00439898823270648
"knows" 0.0108530497069677 0.0154232582734764 0.0108120695964603 0.00862316757688991 0.0110299186543499 0.0299213883524196 0.0190351879044977 0.0408085534728079 0.0108810968145589 0.0119604706445199 0.00382614018977655 0.011482374555058 0.0114801775600796 0.0191365584813227 0.020870533126174 0.00611097531165974 0.0124850625144916 0.0156622522318709 0.0218808804866308 0.0142810510853599 0.0170987667514481 0.0204415372035977 0.016243434945043 0.0136451709739923 0.0120982376900432 0.00390472471690746 0.0054539009026206 0.00818219009954998 0.00545479339969999 0.0130579555594246 0.00696112213288782 0.0221680336954112 0.00316686195648732 0.0126690526715865 0.0125583965439293 0.00987264290650607 0.00997158099416662 0.011434669919195 0.00952943642912958 0.0152375147613424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0267737617135207 0 0 0.00570515746234596 0.0213588085668239 0.0315495692270356 0.0250909547108267 0.0243200518827773 0.0244044378531604 0.0215847101762097 0.0154348209560769 0.0135961930659415 0.0197954470471792
"ere" 0.032559149120903 0.0374564843784427 0.00665358129012941 0.00287438919229664 0.00827243899076244 0.00544025242771265 0.00271931255778539 0.00544114046304105 0.00816082261091918 0.0254160001196047 0 0 0 0.00382731169626454 0.00231894812513044 0 0 0.00348050049597132 0.00218808804866308 0 0.010686729219655 0.0167248940756709 0.00541447831501435 0.00272903419479846 0.0080654917933621 0.00130157490563582 0.0190886531591721 0.00818219009954998 0.0163643801991 0.00217632592657076 0.00522084159966587 0 0.00633372391297463 0 0.00502335861757171 0.0138217000691085 0.0523508002193748 0.0304924531178533 0.0266824220015628 0.0609500590453697 0 0 0.0428265524625268 0.0282805429864253 0 0 0 0.0162337662337662 0.0413736036408771 0 0.0473036896877956 0 0.100502512562814 0 0 0 0 0 0.00570515746234596 0.0194170986971127 0.0339764591675768 0.0276000501819094 0.036480077824166 0.0544406690570501 0.0235469565558652 0.0352795907567472 0.0163154316791298 0.00219949411635324
"fate" 0.0361768323565589 0.0374564843784427 0.00623773245949632 0.00862316757688991 0.0165448779815249 0.0163207572831379 0.0190351879044977 0.0272057023152053 0.0136013710181986 0.0313962354418646 0.00382614018977655 0.0191372909250966 0.0114801775600796 0 0.00695684437539132 0 0.00178358035921308 0.00174025024798566 0.00875235219465231 0.00816060062020565 0.00427469168786201 0.00371664312792686 0.016243434945043 0.0191032393635892 0.00403274589668105 0.0247299232070806 0.0190886531591721 0.0245465702986499 0.0245465702986499 0.00652897777971229 0.00348056106644391 0.0190011717389239 0.0221680336954112 0.025338105343173 0 0.0217198143943134 0.0423792192252082 0.00190577831986583 0.00190588728582592 0.0209515827968458 0 0 0 0 0 0 0 0 0 0 0.141911069063387 0 0 0 0 0 0 0 0.0228206298493838 0.00776683947884507 0.0145613396432472 0.0301091456529921 0.0141866969316201 0.0281589667536466 0.0117734782779326 0.00881989768918681 0.00815771583956492 0.00659848234905972
"mere" 0.00361768323565589 0.00440664522099326 0.00665358129012941 0.00287438919229664 0.00275747966358748 0 0.00271931255778539 0 0 0.00448517649169495 0.00765228037955311 0.00765491637003866 0.00765345170671973 0.0153092467850582 0.0324652737518262 0.00407398354110649 0.00535074107763925 0.0087012512399283 0.0153166163406415 0.00816060062020565 0.0277854959711031 0.0222998587675611 0.00541447831501435 0.00818710258439538 0.0120982376900432 0.0208251984901731 0.0054539009026206 0 0.00272739669984999 0.0500554963111276 0.0313250495979952 0.0348354815213605 0.0475029293473097 0.0475089475184493 0.00251167930878585 0.00789811432520486 0.00997158099416662 0.0285866747979875 0.0171529855724332 0.0171422041065102 0.0225733634311512 0.0312695434646654 0.0428265524625268 0 0.0837287189506001 0 0 0.0324675324675325 0.0413736036408771 0 0.0473036896877956 0 0 0 0.0284738041002278 0.187416331994645 0.0775795190069822 0.0541711809317443 0.0171154723870379 0.00776683947884507 0.00485377988108239 0.00250909547108267 0.0101333549511572 0.00938632225121553 0.013735724657588 0.0176397953783736 0.0163154316791298 0.0197954470471792
"knight" 0.0759713479487736 0.0286431939364562 0.00582188362886324 0 0 0 0.00815793767335618 0 0 0 0 0 0 0 0 0.00203699177055325 0 0 0 0.00612045046515423 0 0 0.0324868698900861 0.0463935813115738 0 0.00455551216972537 0 0 0 0.00652897777971229 0.00348056106644391 0 0.0126674478259493 0 0 0 0 0 0 0 0 0 0 0 0 0.0277238702522872 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0194170986971127 0.0825142579784007 0.0351273365951574 0.0749868266385635 0.0394225534551052 0.0804521015658726 0.101428823425648 0.0951733514615908 0
"duncan" 0 0 0.000415848830633088 0 0 0.165927699045236 0.27736988089411 0.31014500639334 0.0652865808873535 0 0.0267829813284359 0 0 0 0 0 0 0 0 0.00408030031010282 0.0192361125953791 0.00371664312792686 0 0 0.0403274589668105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
