"ADream_1831" "Berenice_1835" "CardboardBox_1" "Destiny3" "HarryandLucy3" "LastDayOfPompeii2" "MinorMorals3" "MobyDick_1" "PericlesAndAspesia1" "Rookwood1" "SketchBookOfGeoffreyCrayon_3" "Spaewife2" "TheAbbot2" "TheBravo1" "TheDoctor2" "TwiceToldTales_4"
"turned" 0.580912863070539 0.0312695434646654 0.0693962526023595 0.056596939237526 0.0402617010568697 0.0400551871467355 0.0345994156543134 0.0457290932301888 0.0247567647859778 0.023916905835725 0.0190005700171005 0.0416319733555371 0.0379849868861355 0.0763461624825976 0.0117694136478121 0.03000300030003
"water" 0 0 0.0115660421003932 0.00226387756950104 0.134205670189566 0.0289287462726423 0.0653544517914809 0.0552559876531448 0.02228108830738 0.0273336066694 0.012667046678067 0.0293872753097909 0.0271321334900968 0.0898190146854089 0.00941553091824965 0.0409131822273136
"matter" 0 0.0625390869293308 0.104094378903539 0.0362220411120167 0.00335514175473914 0.0200275935733678 0.00384437951714593 0.0457290932301888 0.0272324412645755 0.0136668033347 0.0063335233390335 0.0293872753097909 0.0361761779867957 0.0673642610140567 0.0306004754843114 0.0163652728909255
"character" 0 0.250156347717323 0.0231320842007865 0.0316942859730146 0.00335514175473914 0.0111264408740932 0.0615100722743349 0.0076215155383648 0.0247567647859778 0.030750307503075 0.0475014250427513 0.0122446980457462 0.0235145156914172 0.0583823595455158 0.0541393027799355 0.03000300030003
"hour" 0 0 0.0115660421003932 0.0339581635425156 0.0268411340379131 0.0467310516711914 0.0192218975857297 0.0114322733075472 0.0173297353501844 0.0615006150061501 0.0063335233390335 0.0195915168731939 0.0144704711947183 0.0583823595455158 0.0164771791069369 0.0218203638545673
"times" 0 0 0.0231320842007865 0.0294304084035135 0.0369065593021305 0.00890115269927456 0.0422881746886053 0.0419183354610064 0.0321837942217711 0.003416700833675 0.0823358034074356 0.0342851545280893 0.0289409423894366 0.0134728522028113 0.0329543582138738 0.0136377274091045
"half" 0 0 0.0346981263011797 0.0181110205560083 0.0503271263210871 0.0445057634963728 0.0230662771028756 0.0342968199226416 0.0247567647859778 0.044417110837775 0.0348343783646843 0.0171425772640447 0.0325585601881161 0.0269457044056227 0.0258927100251865 0.0436407277091345
"things" 0 0.0625390869293308 0.0809622947027527 0.0814995925020375 0.110719677906392 0.0467310516711914 0.0615100722743349 0.076215155383648 0.0717946178793355 0.017083504168375 0.0221673316866173 0.0832639467110741 0.00723523559735914 0.0269457044056227 0.0447237718616859 0.0163652728909255
"because" 0 0 0.0231320842007865 0.0316942859730146 0.0838785438684784 0.0200275935733678 0.0269106566200215 0.057161366537736 0.0767459708365311 0.00683340166735001 0.0285008550256508 0.0342851545280893 0.0289409423894366 0.00898190146854089 0.0965091919120589 0.0245479093363882
"woodstock" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"therefore" 0 0.0312695434646654 0.0346981263011797 0.052069184098524 0.0268411340379131 0.0222528817481864 0.00768875903429187 0.0209591677305032 0.00495135295719555 0.02050020500205 0.025334093356134 0.0220404564823431 0.025323324590757 0.00898190146854089 0.0659087164277476 0.03000300030003
"abbot" 0 0 0 0 0 0 0 0 0 0 0 0 0.625847879171565 0 0 0
"master" 0 0 0.0115660421003932 0.00226387756950104 0.00671028350947828 0.0356046107970982 0.0768875903429187 0.0038107577691824 0.00495135295719555 0.017083504168375 0.10766989676357 0.0146936376548954 0.0994844894636882 0.00898190146854089 0.028246592754749 0.00818263644546273
"least" 0 0.0625390869293308 0.0115660421003932 0.0611246943765281 0.0436168428116088 0.0489563398460101 0.0192218975857297 0.028580683268868 0.0346594707003689 0.0512505125051251 0.025334093356134 0.0171425772640447 0.0488378402821742 0.040418556608434 0.0211849445660617 0.0190928183727464
"best" 0 0 0.0231320842007865 0.054333061668025 0.0402617010568697 0.0178023053985491 0.0307550361371675 0.038107577691824 0.0569405590077489 0.023916905835725 0.0190005700171005 0.0195915168731939 0.0578818847788731 0.00449095073427045 0.0941553091824965 0.0409131822273136
"son" 0 0 0 0.0226387756950104 0.0134205670189566 0.0445057634963728 0.0615100722743349 0.0152430310767296 0.04456217661476 0.0649173158398251 0.0063335233390335 0.0783660674927756 0.0488378402821742 0.0628733102797862 0.0329543582138738 0.0136377274091045
"word" 0 0.0938086303939962 0.0693962526023595 0.0181110205560083 0.0268411340379131 0.0400551871467355 0.0422881746886053 0.0438237143455976 0.0346594707003689 0.0512505125051251 0.00950028500855026 0.00979575843659695 0.0470290313828344 0.0179638029370818 0.0329543582138738 0.0327305457818509
"friends" 0 0 0.0346981263011797 0.0498053065290229 0.00671028350947828 0.0289287462726423 0.0307550361371675 0.0171484099613208 0.0717946178793355 0.02050020500205 0.012667046678067 0.0391830337463878 0.0235145156914172 0.0269457044056227 0.0164771791069369 0.0354580912636718
"full" 0 0.0312695434646654 0.0115660421003932 0.0226387756950104 0.0536822680758262 0.0333793226222796 0.00768875903429187 0.0533506087685536 0.00990270591439111 0.044417110837775 0.0443346633732345 0.00734681882744772 0.0379849868861355 0.0224547536713522 0.0211849445660617 0.0327305457818509
"gave" 0 0.0312695434646654 0.0231320842007865 0.0249026532645115 0.0369065593021305 0.0511816280208287 0.0422881746886053 0.0152430310767296 0.0198054118287822 0.037583709170425 0.050668186712268 0.0269383357006416 0.0361761779867957 0.0224547536713522 0.028246592754749 0.0463682731909555
"towards" 0.24896265560166 0 0.0346981263011797 0.0135832654170062 0.0134205670189566 0.0445057634963728 0.0384437951714593 0.0800259131528304 0.00990270591439111 0.04783381167145 0.0190005700171005 0.115100161630014 0.0904404449669892 0.0314366551398931 0.0141232963773745 0
"speak" 0 0.0312695434646654 0.0231320842007865 0.0249026532645115 0.00335514175473914 0.0467310516711914 0.0384437951714593 0.0228645466150944 0.0297081177431733 0.037583709170425 0.00950028500855026 0.0440809129646863 0.0687347381749118 0.10329186688822 0.0447237718616859 0.0109101819272836
"power" 0 0.0312695434646654 0 0.0203748981255094 0.0369065593021305 0.0356046107970982 0.0345994156543134 0.0114322733075472 0.1114054415369 0.02050020500205 0.0221673316866173 0.0563256110104325 0.0325585601881161 0.116764719091032 0.0635548336981852 0.00545509096364182
"whale" 0 0 0 0 0 0 0 0.25341539165063 0 0 0 0 0 0 0 0.00272754548182091
"high" 0 0.0312695434646654 0.0115660421003932 0.0181110205560083 0.0335514175473914 0.0178023053985491 0.0230662771028756 0.0533506087685536 0.0272324412645755 0.030750307503075 0.025334093356134 0.00979575843659695 0.0343673690874559 0.040418556608434 0.0306004754843114 0.0354580912636718
"quite" 0 0 0.115660421003932 0.104138368197048 0.0939439691326959 0.00222528817481864 0.0307550361371675 0.0342968199226416 0.0866486767509222 0 0.0158338083475838 0.0122446980457462 0.00180880889933978 0 0.00470776545912483 0.0109101819272836
"yes" 0 0 0.046264168401573 0.0316942859730146 0.0671028350947828 0.055632204370466 0.0538213132400431 0.0552559876531448 0.0247567647859778 0.0136668033347 0 0.0171425772640447 0.0126616622953785 0.00449095073427045 0.00235388272956241 0.0272754548182091
"returned" 0 0 0.0115660421003932 0.0407497962510187 0.0167757087736957 0.080110374293471 0.0192218975857297 0.0019053788845912 0.0148540588715867 0.0512505125051251 0.00950028500855026 0.0465298525738355 0.0162792800940581 0.0538914088112453 0.0164771791069369 0.0163652728909255
"together" 0 0.0625390869293308 0.0578302105019662 0.0135832654170062 0.0503271263210871 0.024478169923005 0.0461325542057512 0.0228645466150944 0.0371351471789667 0.023916905835725 0.0411679017037178 0.0342851545280893 0.0343673690874559 0.0224547536713522 0.0211849445660617 0.0272754548182091
"white" 0 0.0938086303939962 0.0231320842007865 0.0271665308340125 0.0335514175473914 0.024478169923005 0.0192218975857297 0.0362021988072328 0.02228108830738 0.02050020500205 0.063335233390335 0.00489787921829848 0.0180880889933978 0.00898190146854089 0 0.0463682731909555
"taken" 0 0 0.0346981263011797 0.0339581635425156 0.0134205670189566 0.0111264408740932 0.0384437951714593 0.019053788845912 0.0346594707003689 0.0615006150061501 0.038001140034201 0.051427731792134 0.0307497512887763 0.0359276058741636 0.0659087164277476 0.03000300030003
"body" 0 0.0938086303939962 0.0231320842007865 0.0249026532645115 0.0268411340379131 0.0267034580978237 0.0269106566200215 0.0171484099613208 0.0173297353501844 0.0717507175071751 0.0063335233390335 0 0.0198968978927376 0.0718552117483271 0.0329543582138738 0.0136377274091045
"means" 0 0.0625390869293308 0.0231320842007865 0.0249026532645115 0.0469719845663479 0.00890115269927456 0.0384437951714593 0.019053788845912 0.0346594707003689 0.02050020500205 0.012667046678067 0.0122446980457462 0.0271321334900968 0.0359276058741636 0.0376621236729986 0.00818263644546273
"along" 0.0829875518672199 0 0.0231320842007865 0.0249026532645115 0.0134205670189566 0.024478169923005 0.00768875903429187 0.0419183354610064 0.0123783823929889 0.023916905835725 0.012667046678067 0.0171425772640447 0.0126616622953785 0.0224547536713522 0.00470776545912483 0.06000600060006
"tom" 0 0 0 0 0 0 0 0 0 0 0.00950028500855026 0 0 0 0 0
"family" 0 0.0938086303939962 0.0115660421003932 0.0407497962510187 0.0167757087736957 0 0.0768875903429187 0.0057161366537736 0.00990270591439111 0.0649173158398251 0.196339223510039 0.00979575843659695 0.0126616622953785 0.0134728522028113 0.0541393027799355 0.0245479093363882
"art" 0 0 0 0.0158471429865073 0.00671028350947828 0.120165561440207 0.0768875903429187 0.0171484099613208 0.0297081177431733 0.0717507175071751 0.00316676166951675 0.00489787921829848 0.0488378402821742 0.121255669825302 0.0423698891321234 0.0136377274091045
"known" 0 0 0 0.0271665308340125 0.0369065593021305 0.0200275935733678 0.0422881746886053 0.0457290932301888 0.0173297353501844 0.0136668033347 0.0158338083475838 0.0244893960914924 0.0180880889933978 0.0898190146854089 0.028246592754749 0.0272754548182091
"hope" 0 0 0.0231320842007865 0.0769718373630354 0.0503271263210871 0.0422804753215541 0.0230662771028756 0.009526894422956 0.0396108236575644 0.03416700833675 0.00316676166951675 0.0416319733555371 0.0235145156914172 0.0988009161539498 0.0494315373208107 0.0272754548182091
"sure" 0 0 0.0115660421003932 0.13130489903106 0.0805234021137393 0.00890115269927456 0.0153775180685837 0.0400129565764152 0.0272324412645755 0.04783381167145 0.0285008550256508 0.00244893960914924 0.0162792800940581 0.00449095073427045 0.028246592754749 0.00818263644546273
"appeared" 0.24896265560166 0 0.0115660421003932 0.0294304084035135 0.0167757087736957 0.00445057634963728 0.0230662771028756 0.0076215155383648 0.00495135295719555 0.017083504168375 0.0316676166951675 0.0122446980457462 0.0217057067920774 0.040418556608434 0.0258927100251865 0.0381856367454927
"set" 0 0 0.0578302105019662 0.056596939237526 0.0436168428116088 0.0222528817481864 0.0269106566200215 0.038107577691824 0.0123783823929889 0.023916905835725 0.050668186712268 0.0538766714012832 0.0289409423894366 0.0134728522028113 0.0470776545912483 0.0518233641545973
"open" 0.0829875518672199 0.0938086303939962 0.0115660421003932 0.0362220411120167 0.0201308505284348 0.0222528817481864 0.00768875903429187 0.0495398509993712 0.0321837942217711 0.037583709170425 0.0475014250427513 0.0171425772640447 0.0361761779867957 0.0134728522028113 0.00941553091824965 0.0463682731909555
"home" 0 0 0.0809622947027527 0.054333061668025 0.0603925515853045 0.0267034580978237 0.0345994156543134 0.028580683268868 0.0346594707003689 0.00683340166735001 0.0411679017037178 0.0244893960914924 0 0 0.0235388272956241 0.0354580912636718
"leave" 0 0 0.046264168401573 0.0430136738205198 0.0201308505284348 0.0289287462726423 0 0.0114322733075472 0.0346594707003689 0.03416700833675 0.0158338083475838 0.0318362149189401 0.0488378402821742 0.0179638029370818 0.0329543582138738 0.0354580912636718
"call" 0 0.0625390869293308 0.046264168401573 0.0135832654170062 0.0402617010568697 0.0111264408740932 0.0230662771028756 0.0323914410380504 0.02228108830738 0.030750307503075 0.012667046678067 0.0122446980457462 0.0343673690874559 0.0134728522028113 0.0329543582138738 0.03000300030003
"get" 0 0 0.0346981263011797 0.0430136738205198 0.0268411340379131 0.00445057634963728 0.0499769337228971 0.057161366537736 0.00495135295719555 0.0136668033347 0.0158338083475838 0.0244893960914924 0.0144704711947183 0.0179638029370818 0.00706164818868724 0.0218203638545673
"length" 0 0.156347717323327 0 0.0316942859730146 0.0369065593021305 0.0222528817481864 0 0.0323914410380504 0.00495135295719555 0.0273336066694 0.0158338083475838 0 0.0307497512887763 0.0134728522028113 0.0141232963773745 0.0218203638545673
"already" 0 0 0.046264168401573 0.0316942859730146 0.0134205670189566 0.0912368151675642 0.00384437951714593 0.0171484099613208 0.0272324412645755 0.03416700833675 0.00950028500855026 0.00979575843659695 0.0524554580808538 0.0538914088112453 0.00941553091824965 0.0163652728909255
"use" 0 0 0.0231320842007865 0.0113193878475052 0.104009394396913 0.00445057634963728 0.0115331385514378 0.0057161366537736 0.0173297353501844 0.00683340166735001 0.012667046678067 0.00489787921829848 0.0307497512887763 0.0359276058741636 0.0564931855094979 0.00818263644546273
"herself" 0.0829875518672199 0 0.0115660421003932 0.110930000905551 0.0100654252642174 0.0578574925452846 0.00768875903429187 0.0038107577691824 0.0123783823929889 0.0273336066694 0.0063335233390335 0.0293872753097909 0.0578818847788731 0.00898190146854089 0.0329543582138738 0.0136377274091045
"woman" 0 0 0.104094378903539 0.0181110205560083 0.023485992283174 0.0333793226222796 0.0345994156543134 0.0057161366537736 0.0247567647859778 0.0273336066694 0.0190005700171005 0.00489787921829848 0.0289409423894366 0.0134728522028113 0.028246592754749 0.100919182827374
"above" 0 0 0 0.00905551027800417 0.0134205670189566 0.0956873915172015 0.0307550361371675 0.0266753043842768 0.0396108236575644 0.0136668033347 0.038001140034201 0 0.00904404449669892 0.0224547536713522 0.0164771791069369 0.0354580912636718
"short" 0.0829875518672199 0 0.0693962526023595 0.052069184098524 0.0536822680758262 0.0311540344474609 0.0115331385514378 0.0323914410380504 0.00742702943579333 0.0136668033347 0.0221673316866173 0.0171425772640447 0.041602604684815 0.0224547536713522 0.0211849445660617 0.00818263644546273
"days" 0 0.125078173858662 0.0578302105019662 0.052069184098524 0.0436168428116088 0 0.0615100722743349 0.0438237143455976 0.0297081177431733 0.023916905835725 0.0728355183988853 0.0293872753097909 0.0198968978927376 0.0224547536713522 0.0470776545912483 0.0272754548182091
"kind" 0 0.0312695434646654 0.046264168401573 0.056596939237526 0.0436168428116088 0.0289287462726423 0.0153775180685837 0.019053788845912 0.0198054118287822 0.00683340166735001 0.0665019950598518 0.0195915168731939 0.0162792800940581 0.00898190146854089 0.0494315373208107 0.0136377274091045
"ye" 0 0 0 0.00679163270850312 0 0.0422804753215541 0.0115331385514378 0.251510012766039 0.0198054118287822 0.0136668033347 0.0316676166951675 0.105304403193417 0.0162792800940581 0.0673642610140567 0.0117694136478121 0.0436407277091345
"given" 0 0 0.046264168401573 0.0181110205560083 0.0402617010568697 0.0155770172237305 0.0307550361371675 0.019053788845912 0.0297081177431733 0.010250102501025 0.0285008550256508 0.0220404564823431 0.0271321334900968 0.0718552117483271 0.040016006402561 0.0245479093363882
"god" 0.0829875518672199 0.0625390869293308 0.0231320842007865 0.0452775513900208 0 0.0734345097690151 0.0922651084115024 0.0971743231141513 0.0371351471789667 0.02050020500205 0.0221673316866173 0.00244893960914924 0.0434114135841548 0.0898190146854089 0.0659087164277476 0.0190928183727464
"large" 0.0829875518672199 0 0.0231320842007865 0.0203748981255094 0.0402617010568697 0.0133517290489118 0.0615100722743349 0.0362021988072328 0 0.017083504168375 0.0443346633732345 0.00734681882744772 0.0434114135841548 0.0134728522028113 0.028246592754749 0.0136377274091045
"keep" 0 0 0.0231320842007865 0.0203748981255094 0.0134205670189566 0.0133517290489118 0.0307550361371675 0.019053788845912 0.0297081177431733 0.02050020500205 0.0316676166951675 0.0220404564823431 0.0434114135841548 0.0179638029370818 0.028246592754749 0.00818263644546273
"soul" 0.0829875518672199 0.0938086303939962 0.046264168401573 0.0158471429865073 0.00671028350947828 0.055632204370466 0.0115331385514378 0.0362021988072328 0.0272324412645755 0.03416700833675 0.0158338083475838 0.00244893960914924 0.0162792800940581 0.0449095073427044 0.0211849445660617 0.0409131822273136
"forth" 0 0 0.0115660421003932 0.0158471429865073 0.0100654252642174 0.0467310516711914 0.0269106566200215 0.028580683268868 0.0123783823929889 0.0273336066694 0.0538349483817848 0.0465298525738355 0.0307497512887763 0.0269457044056227 0.0141232963773745 0.0872814554182691
"order" 0 0 0.0578302105019662 0.0181110205560083 0.0469719845663479 0.0378298989719169 0.0615100722743349 0.0342968199226416 0.0173297353501844 0.00683340166735001 0.012667046678067 0.051427731792134 0.0361761779867957 0.040418556608434 0.0329543582138738 0.00818263644546273
"near" 0 0.0312695434646654 0.0231320842007865 0.0294304084035135 0.0201308505284348 0.0311540344474609 0.0192218975857297 0.0152430310767296 0.0173297353501844 0.0273336066694 0.0190005700171005 0.0465298525738355 0.0198968978927376 0.0673642610140567 0.0188310618364993 0.0409131822273136
"course" 0 0 0.092528336803146 0.0407497962510187 0.0100654252642174 0.0111264408740932 0.0384437951714593 0.0038107577691824 0.0173297353501844 0.0273336066694 0.0285008550256508 0.0367340941372386 0.0180880889933978 0.0179638029370818 0.0447237718616859 0.0272754548182091
"began" 0.16597510373444 0 0.0346981263011797 0.0135832654170062 0.0335514175473914 0.024478169923005 0.0384437951714593 0.0400129565764152 0.0148540588715867 0.02050020500205 0.0190005700171005 0.0563256110104325 0.0397937957854753 0.0134728522028113 0.0141232963773745 0.03000300030003
"human" 0.0829875518672199 0.0625390869293308 0.0346981263011797 0.00679163270850312 0 0.0400551871467355 0.0691988313086268 0.0114322733075472 0.0297081177431733 0.017083504168375 0.0221673316866173 0.00489787921829848 0.00361761779867957 0.0583823595455158 0.0353082409434362 0.0245479093363882
"case" 0 0.0938086303939962 0.150358547305112 0.0249026532645115 0.0402617010568697 0.0133517290489118 0.0153775180685837 0.0133376521921384 0.00495135295719555 0.03416700833675 0.012667046678067 0.0171425772640447 0.0162792800940581 0.0134728522028113 0.0447237718616859 0.0109101819272836
"fear" 0 0.0312695434646654 0.0115660421003932 0.0452775513900208 0.00671028350947828 0.0489563398460101 0.00768875903429187 0.0304860621534592 0.0420865001361622 0.0410004100041 0.00950028500855026 0.0391830337463878 0.0452202224834946 0.0494004580769749 0.0188310618364993 0.0109101819272836
"until" 0 0.0625390869293308 0.092528336803146 0.00452775513900208 0 0.0111264408740932 0.00384437951714593 0.0038107577691824 0.04456217661476 0.030750307503075 0.0285008550256508 0.0171425772640447 0.0235145156914172 0.0628733102797862 0.00470776545912483 0.00272754548182091
"purpose" 0 0 0 0.0339581635425156 0.0268411340379131 0.0155770172237305 0.0230662771028756 0.0114322733075472 0.00742702943579333 0.023916905835725 0.0063335233390335 0.0146936376548954 0.0470290313828344 0.0134728522028113 0.0164771791069369 0.0327305457818509
"believe" 0 0 0.046264168401573 0.054333061668025 0.0536822680758262 0.0289287462726423 0.0269106566200215 0.0076215155383648 0.0742702943579333 0.017083504168375 0.012667046678067 0.0122446980457462 0.0325585601881161 0.0449095073427044 0.0164771791069369 0.00272754548182091
"next" 0 0 0.0115660421003932 0.0203748981255094 0.073813118604261 0.0445057634963728 0.0615100722743349 0.0438237143455976 0.02228108830738 0.0273336066694 0.0316676166951675 0.00979575843659695 0.0217057067920774 0.0134728522028113 0.0235388272956241 0.03000300030003
"fair" 0 0.0312695434646654 0.0115660421003932 0.0316942859730146 0.00671028350947828 0.0600827807201033 0.00768875903429187 0.0114322733075472 0.02228108830738 0.023916905835725 0.025334093356134 0.0416319733555371 0.119381387356426 0.0359276058741636 0.0235388272956241 0.0190928183727464
"gentleman" 0 0 0.0115660421003932 0.0135832654170062 0.023485992283174 0.00667586452445592 0.00768875903429187 0.0057161366537736 0.00247567647859778 0.010250102501025 0.0886693267464691 0 0.0307497512887763 0 0.0141232963773745 0.0409131822273136
"either" 0 0.0312695434646654 0.0578302105019662 0.0384859186815177 0.00335514175473914 0.024478169923005 0.0499769337228971 0.0266753043842768 0.0272324412645755 0.017083504168375 0.0063335233390335 0.0220404564823431 0.0488378402821742 0.0134728522028113 0.0588470682390603 0.0327305457818509
"lay" 0 0.0625390869293308 0.046264168401573 0.0362220411120167 0.0335514175473914 0.0267034580978237 0.00768875903429187 0.0685936398452832 0.02228108830738 0.044417110837775 0.0316676166951675 0.0342851545280893 0.0217057067920774 0.040418556608434 0.00235388272956241 0.0272754548182091
"black" 0 0 0.0231320842007865 0.00452775513900208 0.0134205670189566 0.00667586452445592 0.0230662771028756 0.0552559876531448 0.00495135295719555 0.044417110837775 0.0221673316866173 0.0171425772640447 0.0379849868861355 0.0134728522028113 0.00235388272956241 0.0490958186727764
"itself" 0.16597510373444 0.0938086303939962 0.0346981263011797 0.0249026532645115 0.0167757087736957 0.0578574925452846 0.0345994156543134 0.0228645466150944 0.0371351471789667 0.0410004100041 0.0285008550256508 0.00244893960914924 0.0180880889933978 0.0224547536713522 0.0494315373208107 0.0545509096364182
"exclaimed" 0 0 0.0231320842007865 0.0747079597935344 0.023485992283174 0.00667586452445592 0.0345994156543134 0.0038107577691824 0.00247567647859778 0.023916905835725 0.00316676166951675 0.0906107655385218 0.0235145156914172 0.0494004580769749 0.00235388272956241 0.0190928183727464
"children" 0 0 0 0.0113193878475052 0.00335514175473914 0.0289287462726423 0.176841457788713 0.0019053788845912 0.0321837942217711 0.003416700833675 0.0285008550256508 0.00244893960914924 0 0.0224547536713522 0.0353082409434362 0.0572784551182391
"fire" 0.24896265560166 0.0312695434646654 0 0.0113193878475052 0.0100654252642174 0.0378298989719169 0.0307550361371675 0.0228645466150944 0.0148540588715867 0.023916905835725 0.0443346633732345 0.0195915168731939 0.00904404449669892 0 0.0141232963773745 0.0463682731909555
"does" 0 0 0.046264168401573 0.052069184098524 0.0301962757926522 0.0289287462726423 0.0538213132400431 0.04763447211478 0.0247567647859778 0.017083504168375 0.012667046678067 0.0195915168731939 0.0126616622953785 0.00449095073427045 0.0141232963773745 0.0190928183727464
"sort" 0 0 0 0.0271665308340125 0.0469719845663479 0.0111264408740932 0.0115331385514378 0.114322733075472 0.00247567647859778 0.0136668033347 0.00316676166951675 0 0.0217057067920774 0 0.0423698891321234 0.0190928183727464
"work" 0 0.0312695434646654 0.0231320842007865 0.0316942859730146 0.0838785438684784 0.0155770172237305 0.0115331385514378 0.0133376521921384 0.0123783823929889 0.017083504168375 0.0190005700171005 0.00734681882744772 0.0343673690874559 0.00898190146854089 0.040016006402561 0.0245479093363882
"entered" 0 0.0312695434646654 0.0346981263011797 0.0294304084035135 0.00335514175473914 0.0422804753215541 0.0269106566200215 0.0114322733075472 0.0173297353501844 0.010250102501025 0.012667046678067 0.0146936376548954 0.0397937957854753 0.0269457044056227 0.0188310618364993 0.0109101819272836
"around" 0.16597510373444 0.0938086303939962 0 0.0203748981255094 0 0.0333793226222796 0.0230662771028756 0.0152430310767296 0.0198054118287822 0.037583709170425 0.0348343783646843 0.0465298525738355 0.0434114135841548 0.00449095073427045 0.00941553091824965 0.0709161825273436
"return" 0 0 0 0.0701802046545323 0.0167757087736957 0.0445057634963728 0.0115331385514378 0.0057161366537736 0.0371351471789667 0.023916905835725 0.00950028500855026 0.051427731792134 0.0271321334900968 0.00898190146854089 0.00941553091824965 0.0136377274091045
"subject" 0 0 0.046264168401573 0.0294304084035135 0.00671028350947828 0.0200275935733678 0.0230662771028756 0.0076215155383648 0.0272324412645755 0.0273336066694 0.0285008550256508 0.0269383357006416 0.0343673690874559 0.0359276058741636 0.0564931855094979 0.00272754548182091
"none" 0 0 0 0.0203748981255094 0.0134205670189566 0.0400551871467355 0.0230662771028756 0.009526894422956 0.0717946178793355 0.030750307503075 0.00950028500855026 0.0171425772640447 0.0180880889933978 0.0583823595455158 0.0329543582138738 0.0245479093363882
"blood" 0 0.0312695434646654 0.0231320842007865 0.00452775513900208 0 0.0333793226222796 0.0153775180685837 0.0171484099613208 0.00990270591439111 0.0580839141724751 0.00950028500855026 0.0220404564823431 0.0271321334900968 0.0449095073427044 0.00706164818868724 0.0190928183727464
"dead" 0.16597510373444 0 0.0231320842007865 0.0249026532645115 0.0268411340379131 0.055632204370466 0.0615100722743349 0.0362021988072328 0.0148540588715867 0.1093344266776 0.00316676166951675 0.00734681882744772 0.0126616622953785 0.00898190146854089 0.0117694136478121 0.12001200120012
"sometimes" 0 0 0.0346981263011797 0.0113193878475052 0.0603925515853045 0.0511816280208287 0.0922651084115024 0.0228645466150944 0.0247567647859778 0.0136668033347 0.0601684717208183 0.0195915168731939 0.00723523559735914 0 0.0564931855094979 0.0627335460818809
"during" 0 0.0312695434646654 0.046264168401573 0.00905551027800417 0.0201308505284348 0.00445057634963728 0.00768875903429187 0.009526894422956 0 0.044417110837775 0.0221673316866173 0.0171425772640447 0.0452202224834946 0.0224547536713522 0.0376621236729986 0.0109101819272836
"london" 0 0 0.0231320842007865 0.0249026532645115 0.00335514175473914 0 0 0.0019053788845912 0 0 0.0285008550256508 0 0 0 0.0188310618364993 0.00272754548182091
"form" 0.0829875518672199 0.0312695434646654 0 0.0271665308340125 0.0134205670189566 0.0756597979438337 0.0269106566200215 0.0133376521921384 0.0173297353501844 0.0273336066694 0.012667046678067 0.00489787921829848 0.0397937957854753 0.0179638029370818 0.0306004754843114 0.0354580912636718
"several" 0 0 0.0231320842007865 0.0113193878475052 0.0268411340379131 0.0333793226222796 0.0269106566200215 0.019053788845912 0.0321837942217711 0.00683340166735001 0.0791690417379188 0.0195915168731939 0.0198968978927376 0.00449095073427045 0.0141232963773745 0.0190928183727464
"lost" 0.0829875518672199 0 0.0115660421003932 0.0158471429865073 0.00671028350947828 0.0267034580978237 0.0269106566200215 0.0228645466150944 0.0470378530933578 0.037583709170425 0.0190005700171005 0.00734681882744772 0.0144704711947183 0.0224547536713522 0.0211849445660617 0.0354580912636718
"state" 0 0 0 0.0430136738205198 0.00335514175473914 0.0111264408740932 0.0384437951714593 0.009526894422956 0.0198054118287822 0.0273336066694 0.038001140034201 0.00979575843659695 0.050646649181514 0.1976018323079 0.040016006402561 0.0136377274091045
"appearance" 0 0 0 0.0271665308340125 0.0201308505284348 0.00667586452445592 0.0153775180685837 0.0038107577691824 0 0.037583709170425 0.025334093356134 0.0171425772640447 0.0217057067920774 0.00449095073427045 0.028246592754749 0.0109101819272836
"asked" 0 0.0312695434646654 0.092528336803146 0.00679163270850312 0.0503271263210871 0.0222528817481864 0.0961094879286483 0.0114322733075472 0.04456217661476 0.02050020500205 0.0063335233390335 0 0.0180880889933978 0.0134728522028113 0.0306004754843114 0.0190928183727464
"happy" 0 0 0.046264168401573 0.0588608168070271 0.0268411340379131 0.0333793226222796 0.0384437951714593 0 0.0618919119649444 0.00683340166735001 0.0285008550256508 0.00244893960914924 0.0108528533960387 0.0179638029370818 0.0447237718616859 0.0245479093363882
"spirit" 0.16597510373444 0.0625390869293308 0 0.0249026532645115 0.00335514175473914 0.0467310516711914 0.0153775180685837 0.009526894422956 0.00247567647859778 0.030750307503075 0.0665019950598518 0.0783660674927756 0.0217057067920774 0.0314366551398931 0.0329543582138738 0.0681886370455227
"became" 0 0.0938086303939962 0.0231320842007865 0.0113193878475052 0.0100654252642174 0.0155770172237305 0.0230662771028756 0.0152430310767296 0.00495135295719555 0.037583709170425 0.025334093356134 0.0195915168731939 0.0307497512887763 0.0134728522028113 0.0211849445660617 0.0109101819272836
"pleasure" 0 0 0 0.0452775513900208 0.0268411340379131 0.0289287462726423 0.0115331385514378 0 0.0321837942217711 0.017083504168375 0.00950028500855026 0.0220404564823431 0.0343673690874559 0.0314366551398931 0.0306004754843114 0.00818263644546273
"feet" 0 0 0.0115660421003932 0.00679163270850312 0.0536822680758262 0.0445057634963728 0.0269106566200215 0.04763447211478 0.0198054118287822 0.023916905835725 0.0190005700171005 0.0122446980457462 0.00723523559735914 0.0179638029370818 0.0141232963773745 0.0490958186727764
