"ADream_1831" "Berenice_1835" "CardboardBox_1" "Destiny3" "HarryandLucy3" "LastDayOfPompeii2" "MinorMorals3" "MobyDick_1" "PericlesAndAspesia1" "Rookwood1" "SketchBookOfGeoffreyCrayon_3" "Spaewife2" "TheAbbot2" "TheBravo1" "TheDoctor2" "TwiceToldTales_4"
"universal" 0 0 0 0.00226387756950104 0 0.00222528817481864 0.0115331385514378 0.0057161366537736 0 0 0.00950028500855026 0 0 0.00449095073427045 0 0
"brown" 0 0 0.046264168401573 0.0113193878475052 0 0.00222528817481864 0 0.0133376521921384 0 0.0136668033347 0.012667046678067 0 0.00723523559735914 0 0.00470776545912483 0.0818263644546273
"conceive" 0 0 0 0.00905551027800417 0.00335514175473914 0.00445057634963728 0 0 0.00495135295719555 0.00683340166735001 0 0 0.00180880889933978 0 0.00235388272956241 0.00545509096364182
"deadly" 0 0 0 0 0 0.0111264408740932 0 0.0076215155383648 0 0.00683340166735001 0 0 0.00361761779867957 0.00449095073427045 0 0
"dolph" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"east" 0.0829875518672199 0 0 0.00226387756950104 0.00671028350947828 0.00890115269927456 0.0999538674457943 0.0038107577691824 0 0 0 0 0 0 0 0
"enjoyed" 0 0 0 0.00905551027800417 0.0100654252642174 0.00222528817481864 0 0.0019053788845912 0.00990270591439111 0.003416700833675 0 0.00244893960914924 0.00361761779867957 0.00449095073427045 0.0117694136478121 0.00272754548182091
"fastened" 0 0 0 0 0.0268411340379131 0.00667586452445592 0.00384437951714593 0.0019053788845912 0.00247567647859778 0.00683340166735001 0 0.00489787921829848 0.00542642669801935 0.00449095073427045 0.00235388272956241 0
"foreign" 0 0 0 0.00452775513900208 0.00335514175473914 0.00222528817481864 0.0153775180685837 0.0038107577691824 0.00247567647859778 0.003416700833675 0.00316676166951675 0 0.00361761779867957 0.00898190146854089 0.00470776545912483 0.0163652728909255
"glancing" 0 0 0.0231320842007865 0.00226387756950104 0 0.00222528817481864 0 0.0038107577691824 0.00247567647859778 0 0 0.00734681882744772 0.00361761779867957 0 0 0.00818263644546273
"hence" 0 0 0 0.00226387756950104 0 0 0 0.0133376521921384 0.00247567647859778 0.0273336066694 0.00950028500855026 0.00979575843659695 0 0 0.00235388272956241 0.0109101819272836
"highland" 0 0 0 0.0271665308340125 0 0 0 0 0 0 0 0.00979575843659695 0.00180880889933978 0 0 0
"inquiry" 0 0 0.0231320842007865 0 0 0 0.00384437951714593 0.0038107577691824 0.00495135295719555 0 0.00316676166951675 0 0.00180880889933978 0 0 0
"possibly" 0 0 0.0115660421003932 0.0113193878475052 0.00671028350947828 0.00890115269927456 0 0.0171484099613208 0 0.00683340166735001 0.00316676166951675 0 0.00542642669801935 0 0.00706164818868724 0.00272754548182091
"reverend" 0 0 0 0 0 0 0 0.0019053788845912 0 0 0.0063335233390335 0.00489787921829848 0.0180880889933978 0.0134728522028113 0.00235388272956241 0.00818263644546273
"roman" 0 0 0 0.00226387756950104 0 0.0356046107970982 0 0.0076215155383648 0 0 0.0063335233390335 0 0 0 0.0117694136478121 0
"services" 0 0 0 0 0.00335514175473914 0.00222528817481864 0.00384437951714593 0 0.0148540588715867 0 0.00316676166951675 0.00979575843659695 0.00904404449669892 0.0179638029370818 0 0
"stepped" 0 0 0 0.00226387756950104 0 0.00667586452445592 0 0.0019053788845912 0 0 0 0.00489787921829848 0.00542642669801935 0.00898190146854089 0 0.00272754548182091
"throng" 0 0 0 0 0 0.0133517290489118 0 0 0.00247567647859778 0 0.00316676166951675 0 0.00542642669801935 0.00449095073427045 0 0.00818263644546273
"wilderness" 0.0829875518672199 0.0312695434646654 0 0 0 0 0.00384437951714593 0 0 0.003416700833675 0.00950028500855026 0 0.00180880889933978 0 0 0.0109101819272836
"worn" 0 0 0 0.00452775513900208 0 0.0200275935733678 0.00768875903429187 0.0057161366537736 0.00742702943579333 0.003416700833675 0 0.00244893960914924 0.00542642669801935 0.00449095073427045 0.00470776545912483 0.0190928183727464
"wrote" 0 0 0 0.00679163270850312 0.0100654252642174 0 0.0153775180685837 0.0019053788845912 0.02228108830738 0 0.0063335233390335 0.00244893960914924 0.00361761779867957 0 0.0141232963773745 0
"collected" 0 0 0 0 0.0100654252642174 0.00667586452445592 0.0153775180685837 0.0019053788845912 0.00495135295719555 0.003416700833675 0 0.00489787921829848 0 0 0.00235388272956241 0.00545509096364182
"contrast" 0 0 0 0.00905551027800417 0 0.00890115269927456 0.0115331385514378 0.0038107577691824 0 0.003416700833675 0 0 0.00361761779867957 0 0 0.0190928183727464
"delivered" 0 0 0 0.00452775513900208 0 0.00222528817481864 0.00768875903429187 0 0.00495135295719555 0.010250102501025 0.00316676166951675 0.00979575843659695 0.00723523559735914 0.00449095073427045 0.0141232963773745 0
"fiery" 0 0 0 0 0 0.0111264408740932 0 0.0152430310767296 0.00247567647859778 0.003416700833675 0.0063335233390335 0 0.00361761779867957 0 0.00470776545912483 0.00272754548182091
"glorious" 0 0 0 0.00905551027800417 0.00335514175473914 0.00222528817481864 0.00768875903429187 0.0019053788845912 0.0148540588715867 0.0136668033347 0.00316676166951675 0 0.00180880889933978 0.00449095073427045 0.00235388272956241 0.00545509096364182
"guilty" 0 0 0 0.00679163270850312 0 0.00667586452445592 0.00384437951714593 0.0038107577691824 0.00495135295719555 0 0.00316676166951675 0.00734681882744772 0 0.0179638029370818 0 0.00272754548182091
"howard" 0 0 0 0.0294304084035135 0 0 0.172997078271567 0 0 0 0 0 0 0 0 0
"ii" 0 0 0 0.00452775513900208 0 0.0155770172237305 0.00384437951714593 0.0247699254996856 0 0.00683340166735001 0 0 0 0.00449095073427045 0.0376621236729986 0
"ingenious" 0 0 0 0 0.0301962757926522 0 0.00384437951714593 0 0.00495135295719555 0 0 0 0 0 0 0
"lifted" 0 0 0 0.00226387756950104 0.0100654252642174 0.00445057634963728 0 0.0019053788845912 0.00247567647859778 0.003416700833675 0 0.0122446980457462 0.00361761779867957 0.00449095073427045 0.00235388272956241 0.00545509096364182
"lights" 0 0.0312695434646654 0 0 0 0.00222528817481864 0.00768875903429187 0.0076215155383648 0.00247567647859778 0.0136668033347 0.0063335233390335 0.00244893960914924 0 0.00898190146854089 0.00470776545912483 0.00818263644546273
"lion" 0 0 0 0 0 0.0133517290489118 0 0 0 0 0.0063335233390335 0 0 0.0179638029370818 0.00706164818868724 0
"lively" 0 0 0 0.00452775513900208 0 0.00667586452445592 0 0.0019053788845912 0.00247567647859778 0 0.0063335233390335 0.00489787921829848 0.00542642669801935 0 0.00470776545912483 0.00272754548182091
"punishment" 0 0 0 0 0 0.00445057634963728 0.00768875903429187 0.0057161366537736 0.00247567647859778 0.00683340166735001 0 0.00734681882744772 0.00361761779867957 0.0134728522028113 0.0117694136478121 0.00272754548182091
"sisters" 0 0 0.046264168401573 0.00226387756950104 0.00335514175473914 0.00222528817481864 0.0192218975857297 0 0 0.00683340166735001 0 0 0.00180880889933978 0 0 0.00545509096364182
"stage" 0 0 0.0115660421003932 0.00226387756950104 0 0 0.00384437951714593 0.0076215155383648 0.00742702943579333 0 0.00316676166951675 0 0 0 0.00941553091824965 0
"stories" 0 0 0 0.00679163270850312 0.00335514175473914 0 0.0538213132400431 0.0076215155383648 0.00495135295719555 0.003416700833675 0.012667046678067 0.00244893960914924 0.00180880889933978 0 0 0
"theatre" 0 0 0 0.00226387756950104 0 0 0 0 0.02228108830738 0.003416700833675 0 0.00489787921829848 0 0 0.00470776545912483 0.00272754548182091
"today" 0 0 0 0.0158471429865073 0.0201308505284348 0.00445057634963728 0.00768875903429187 0 0 0 0 0.00489787921829848 0.00723523559735914 0.00898190146854089 0.00235388272956241 0
"utterly" 0 0.0312695434646654 0 0.00226387756950104 0 0.00890115269927456 0 0.0076215155383648 0.0123783823929889 0.0136668033347 0 0 0 0.00449095073427045 0 0.0109101819272836
"warrant" 0 0.0312695434646654 0 0 0 0 0 0 0 0.00683340166735001 0.00316676166951675 0.00489787921829848 0.0271321334900968 0 0 0
"waste" 0 0 0.0115660421003932 0.00226387756950104 0.00335514175473914 0.0111264408740932 0 0.0019053788845912 0.00495135295719555 0.00683340166735001 0.00950028500855026 0 0.00723523559735914 0.00449095073427045 0 0.00818263644546273
"weeks" 0 0.0312695434646654 0 0.0135832654170062 0 0 0 0.0038107577691824 0 0 0.00316676166951675 0 0.00180880889933978 0.00449095073427045 0 0.00545509096364182
"aunt" 0 0 0 0.0181110205560083 0.00335514175473914 0 0 0.0038107577691824 0 0.003416700833675 0 0.00979575843659695 0 0 0.00470776545912483 0
"avenel" 0 0 0 0 0 0 0 0 0 0 0 0 0.066925929275572 0 0 0
"brook" 0.0829875518672199 0 0 0 0 0 0 0 0 0.017083504168375 0 0.00244893960914924 0.0144704711947183 0 0.00470776545912483 0.00272754548182091
"cell" 0 0 0.0115660421003932 0 0 0.0111264408740932 0 0 0 0.003416700833675 0 0.00734681882744772 0 0.00898190146854089 0.00235388272956241 0
"closely" 0 0 0 0 0.00335514175473914 0 0 0.0057161366537736 0.00990270591439111 0.003416700833675 0 0 0.0108528533960387 0.00449095073427045 0.00235388272956241 0.00272754548182091
"conceal" 0 0 0 0.00226387756950104 0 0.00667586452445592 0 0 0.00742702943579333 0.003416700833675 0 0.0195915168731939 0.00542642669801935 0.0224547536713522 0.00470776545912483 0.00272754548182091
"dancing" 0 0 0 0 0 0 0.00768875903429187 0.0019053788845912 0 0.00683340166735001 0.0190005700171005 0.00244893960914924 0 0 0.00235388272956241 0.00272754548182091
"defence" 0 0 0 0 0.00335514175473914 0 0 0 0 0.010250102501025 0.0063335233390335 0.00244893960914924 0.00723523559735914 0.00449095073427045 0.00706164818868724 0
"delawares" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"flames" 0 0 0 0 0 0.00222528817481864 0.00384437951714593 0.0019053788845912 0.00495135295719555 0 0 0 0.00180880889933978 0 0 0
"fury" 0 0.0625390869293308 0 0 0.00335514175473914 0.00445057634963728 0 0.0019053788845912 0 0 0 0 0 0 0 0.00272754548182091
"impatience" 0 0 0 0.00679163270850312 0.00335514175473914 0 0 0.0019053788845912 0.00247567647859778 0 0 0 0.00542642669801935 0 0.00235388272956241 0.00272754548182091
"leisure" 0 0 0.0115660421003932 0.00226387756950104 0.00335514175473914 0.00222528817481864 0 0 0.00495135295719555 0 0 0 0.00723523559735914 0.00898190146854089 0.00706164818868724 0.00272754548182091
"match" 0 0 0 0.00226387756950104 0.00335514175473914 0 0 0.0019053788845912 0.00247567647859778 0.003416700833675 0 0.00979575843659695 0.0108528533960387 0 0 0
"probable" 0 0.0312695434646654 0.0115660421003932 0.00905551027800417 0 0 0 0 0.00495135295719555 0 0 0 0.00723523559735914 0.0134728522028113 0.00470776545912483 0
"quarters" 0 0 0 0 0.00335514175473914 0 0 0.0019053788845912 0 0.003416700833675 0 0.00244893960914924 0.00180880889933978 0 0.00235388272956241 0.00272754548182091
"risk" 0 0 0 0.00452775513900208 0 0.00445057634963728 0 0.0019053788845912 0.00247567647859778 0.010250102501025 0 0.00244893960914924 0.00904404449669892 0.00449095073427045 0 0
"shouted" 0 0 0 0 0.00335514175473914 0.0133517290489118 0.00384437951714593 0.0057161366537736 0 0.017083504168375 0 0.00244893960914924 0.00361761779867957 0 0 0.00272754548182091
"trembled" 0 0.0312695434646654 0 0 0 0.00890115269927456 0 0 0 0.00683340166735001 0 0.00734681882744772 0.00180880889933978 0 0 0.00545509096364182
"ventured" 0 0 0 0.0113193878475052 0 0 0 0 0.00742702943579333 0.00683340166735001 0.00316676166951675 0.00489787921829848 0.00180880889933978 0.00449095073427045 0 0.00272754548182091
"wherefore" 0 0 0 0 0 0.00445057634963728 0 0.0057161366537736 0 0.017083504168375 0 0.00734681882744772 0.0198968978927376 0 0.0117694136478121 0.0109101819272836
"arrested" 0 0 0 0.00452775513900208 0 0.00445057634963728 0 0.0019053788845912 0 0.0136668033347 0 0.00244893960914924 0.00180880889933978 0 0 0
"bread" 0 0 0 0 0.00335514175473914 0.00222528817481864 0.00384437951714593 0.0057161366537736 0.00990270591439111 0 0.00316676166951675 0 0.00723523559735914 0.00898190146854089 0 0.0136377274091045
"calculated" 0 0 0 0.00226387756950104 0.0100654252642174 0 0 0.0019053788845912 0 0.00683340166735001 0.00316676166951675 0 0.00542642669801935 0 0 0.00272754548182091
"cheeks" 0 0 0 0.0158471429865073 0 0.00890115269927456 0 0.0057161366537736 0.00990270591439111 0.003416700833675 0.00316676166951675 0.00244893960914924 0 0 0.00470776545912483 0.00545509096364182
"communicated" 0 0 0.0115660421003932 0.00226387756950104 0.00671028350947828 0.0111264408740932 0 0 0.00247567647859778 0.003416700833675 0 0 0.00904404449669892 0.00449095073427045 0.00470776545912483 0
"cost" 0 0 0 0.0113193878475052 0 0.00222528817481864 0.00768875903429187 0 0 0 0 0.00244893960914924 0.00904404449669892 0.00449095073427045 0.00470776545912483 0.00545509096364182
"decided" 0 0 0 0.00226387756950104 0.0100654252642174 0 0 0.0019053788845912 0.00495135295719555 0 0 0 0.00361761779867957 0.0134728522028113 0 0
"delightful" 0 0 0 0.00905551027800417 0.0100654252642174 0 0.00384437951714593 0.0019053788845912 0.00247567647859778 0.003416700833675 0.0063335233390335 0 0.00180880889933978 0 0.00235388272956241 0.00545509096364182
"firmly" 0 0 0 0.00452775513900208 0.00335514175473914 0 0 0 0.00495135295719555 0.003416700833675 0 0.00734681882744772 0.00180880889933978 0.00449095073427045 0 0.00272754548182091
"indifference" 0 0 0 0.0135832654170062 0 0.00222528817481864 0 0.0057161366537736 0 0.003416700833675 0.0063335233390335 0 0.00723523559735914 0.0224547536713522 0.00235388272956241 0
"intercourse" 0 0 0 0.00679163270850312 0 0 0.00768875903429187 0.0019053788845912 0 0 0.00316676166951675 0.00244893960914924 0.00723523559735914 0 0.00706164818868724 0.00818263644546273
"macauley" 0 0 0 0.0452775513900208 0 0 0 0 0 0 0 0 0 0 0 0
"sacrifice" 0.0829875518672199 0 0.0115660421003932 0.0158471429865073 0 0.0222528817481864 0.00384437951714593 0 0.00495135295719555 0.00683340166735001 0 0.00489787921829848 0 0 0.00235388272956241 0
"speedily" 0 0 0 0 0.00335514175473914 0.00222528817481864 0 0 0.00495135295719555 0.003416700833675 0 0.0122446980457462 0.00723523559735914 0 0.00235388272956241 0.00272754548182091
"steel" 0 0 0 0 0.0100654252642174 0.00445057634963728 0.00384437951714593 0.0038107577691824 0.00247567647859778 0 0 0.00244893960914924 0.025323324590757 0 0.00235388272956241 0.00545509096364182
"threshold" 0 0 0 0.00226387756950104 0 0.0133517290489118 0 0.0038107577691824 0 0 0.00316676166951675 0.00244893960914924 0.00180880889933978 0 0 0.0136377274091045
"yards" 0 0 0.0231320842007865 0 0.0100654252642174 0.00445057634963728 0 0.0019053788845912 0 0.0136668033347 0 0 0 0 0 0.00545509096364182
"assist" 0 0 0 0.00679163270850312 0.0100654252642174 0.00667586452445592 0.00384437951714593 0 0.00495135295719555 0 0 0.0122446980457462 0 0 0.0141232963773745 0.00272754548182091
"attitude" 0 0.0312695434646654 0 0 0 0 0 0 0.00247567647859778 0.00683340166735001 0.00316676166951675 0.00244893960914924 0 0.00898190146854089 0.00235388272956241 0.00545509096364182
"built" 0 0 0 0.00452775513900208 0.0167757087736957 0.00445057634963728 0.0115331385514378 0.0019053788845912 0.00495135295719555 0.003416700833675 0.0158338083475838 0 0 0.00449095073427045 0.0117694136478121 0.00818263644546273
"communication" 0 0 0 0.00452775513900208 0 0 0.00768875903429187 0 0.00247567647859778 0.00683340166735001 0.00316676166951675 0 0.00904404449669892 0.00898190146854089 0.00235388272956241 0
"craft" 0 0 0.0115660421003932 0.00226387756950104 0 0.00222528817481864 0 0.0304860621534592 0 0 0.0063335233390335 0.00489787921829848 0.00180880889933978 0 0.00235388272956241 0
"deeper" 0 0 0 0.00226387756950104 0 0.00445057634963728 0.00768875903429187 0.0038107577691824 0.00742702943579333 0.00683340166735001 0.00316676166951675 0.00244893960914924 0.00542642669801935 0.0134728522028113 0.00235388272956241 0.00545509096364182
"deer" 0 0 0 0.00226387756950104 0 0 0 0.0019053788845912 0 0.0136668033347 0.025334093356134 0.00489787921829848 0.00361761779867957 0 0 0.00272754548182091
"extensive" 0 0 0 0 0.00335514175473914 0 0.00384437951714593 0.0019053788845912 0.00247567647859778 0.003416700833675 0.00316676166951675 0 0.00361761779867957 0 0 0.00818263644546273
"gazing" 0 0 0 0.00226387756950104 0 0.0155770172237305 0 0.0019053788845912 0.00247567647859778 0.0136668033347 0.00316676166951675 0.00489787921829848 0.00180880889933978 0.00449095073427045 0 0.0136377274091045
"gravity" 0 0 0.0115660421003932 0 0 0 0 0 0.00247567647859778 0.003416700833675 0.0190005700171005 0 0.00723523559735914 0.00449095073427045 0.00235388272956241 0.00818263644546273
"hero" 0 0 0 0.00452775513900208 0 0.00890115269927456 0 0.0019053788845912 0.00247567647859778 0 0.00950028500855026 0.00244893960914924 0.00542642669801935 0 0.00235388272956241 0
"illustrious" 0 0 0 0.00226387756950104 0 0 0.00768875903429187 0 0.00742702943579333 0 0 0 0.00542642669801935 0.0898190146854089 0.0117694136478121 0
"lightning" 0 0 0 0.00452775513900208 0 0.0155770172237305 0 0.0057161366537736 0.00247567647859778 0.010250102501025 0 0 0 0 0 0.00272754548182091
"lovers" 0 0 0 0 0 0.0311540344474609 0 0 0.00495135295719555 0.003416700833675 0.0063335233390335 0 0 0 0.00235388272956241 0.0381856367454927
"maintained" 0 0.0312695434646654 0 0.00452775513900208 0 0 0.00384437951714593 0.0038107577691824 0 0.0136668033347 0 0 0 0.0224547536713522 0.00470776545912483 0
"mutual" 0 0 0 0.0181110205560083 0 0.00222528817481864 0 0.0019053788845912 0.00742702943579333 0 0.0063335233390335 0.00489787921829848 0 0.00449095073427045 0 0.00818263644546273
"principles" 0 0 0 0.00226387756950104 0 0 0 0.0019053788845912 0 0 0.0063335233390335 0 0.00180880889933978 0.0134728522028113 0.00706164818868724 0
"proceedings" 0 0 0 0.00226387756950104 0 0 0.0115331385514378 0.0038107577691824 0 0.00683340166735001 0 0 0 0.00898190146854089 0 0
"quantity" 0 0 0 0.00226387756950104 0.00335514175473914 0 0.0153775180685837 0.0038107577691824 0 0 0 0 0 0 0.00235388272956241 0.00272754548182091
"rage" 0 0 0 0.00226387756950104 0 0.00445057634963728 0.00768875903429187 0.0057161366537736 0 0.003416700833675 0.00316676166951675 0.00734681882744772 0.00361761779867957 0 0.00235388272956241 0.00272754548182091
"reasons" 0 0 0.0115660421003932 0 0 0 0.00768875903429187 0.0038107577691824 0.00495135295719555 0.010250102501025 0 0.00489787921829848 0.00904404449669892 0.00449095073427045 0.00470776545912483 0.00272754548182091
"repeat" 0 0.0312695434646654 0.0115660421003932 0.00679163270850312 0.00335514175473914 0.00222528817481864 0.0153775180685837 0 0.00990270591439111 0.0136668033347 0 0.00489787921829848 0.00904404449669892 0 0.00235388272956241 0
"respectable" 0 0 0.0231320842007865 0.0135832654170062 0 0.00222528817481864 0 0.0057161366537736 0 0 0 0 0.00723523559735914 0 0.00235388272956241 0.00818263644546273
"restored" 0 0 0 0.00452775513900208 0 0 0.00384437951714593 0.0019053788845912 0.00247567647859778 0 0.00316676166951675 0.00489787921829848 0.00180880889933978 0.0134728522028113 0 0.00272754548182091
"rolling" 0.0829875518672199 0 0 0 0.00671028350947828 0.00222528817481864 0.00384437951714593 0.0057161366537736 0 0.003416700833675 0 0 0.00180880889933978 0.00449095073427045 0 0
"secrets" 0.0829875518672199 0 0 0.00226387756950104 0 0.0200275935733678 0.00384437951714593 0.0019053788845912 0.00990270591439111 0 0.00316676166951675 0.00244893960914924 0.00542642669801935 0.0224547536713522 0 0.00545509096364182
"souls" 0 0 0 0.00452775513900208 0 0.00222528817481864 0 0.0057161366537736 0 0 0.00316676166951675 0 0.00180880889933978 0 0.00706164818868724 0.00818263644546273
"startled" 0 0.0625390869293308 0 0 0 0.00222528817481864 0 0.0038107577691824 0 0.010250102501025 0.00316676166951675 0.00734681882744772 0.00361761779867957 0 0 0.0109101819272836
"stick" 0 0 0.0231320842007865 0.00679163270850312 0.00335514175473914 0 0.00384437951714593 0.0019053788845912 0 0 0 0 0.00180880889933978 0 0 0.00545509096364182
"successful" 0 0 0 0 0.00335514175473914 0.00222528817481864 0 0.0019053788845912 0.00495135295719555 0.003416700833675 0 0 0.00180880889933978 0.00449095073427045 0.00470776545912483 0.00545509096364182
"th" 0 0 0 0.0135832654170062 0 0 0.00384437951714593 0.009526894422956 0.00247567647859778 0.003416700833675 0.00316676166951675 0.0244893960914924 0 0 0.00235388272956241 0
"tide" 0 0 0 0.00452775513900208 0.0268411340379131 0.00222528817481864 0 0.0038107577691824 0.00247567647859778 0.010250102501025 0.00316676166951675 0.00244893960914924 0.00361761779867957 0 0.00235388272956241 0.00272754548182091
"afternoon" 0 0.0312695434646654 0.0231320842007865 0 0 0 0.0115331385514378 0.0057161366537736 0 0 0 0.00734681882744772 0 0 0 0.0136377274091045
"attendants" 0 0 0 0.00679163270850312 0 0.00445057634963728 0.0153775180685837 0 0.00247567647859778 0 0 0.00979575843659695 0.0289409423894366 0.00898190146854089 0 0.00272754548182091
"destroyed" 0 0.0312695434646654 0 0.00452775513900208 0.00335514175473914 0 0.0230662771028756 0.0019053788845912 0.00495135295719555 0.00683340166735001 0 0.00244893960914924 0.00361761779867957 0.00449095073427045 0.00235388272956241 0.00272754548182091
"disappointed" 0 0 0.0115660421003932 0 0.00335514175473914 0.00222528817481864 0 0.0019053788845912 0.00742702943579333 0 0.00316676166951675 0 0.00180880889933978 0 0.00941553091824965 0.00545509096364182
"footsteps" 0 0 0 0 0.00671028350947828 0 0.00384437951714593 0 0.00247567647859778 0.00683340166735001 0 0 0 0.00449095073427045 0 0.00272754548182091
"gallery" 0 0.0312695434646654 0 0 0 0.0133517290489118 0 0 0 0.0136668033347 0.0221673316866173 0.0146936376548954 0.00361761779867957 0.0134728522028113 0.00235388272956241 0
"gift" 0 0 0 0.0135832654170062 0 0.0133517290489118 0 0.0019053788845912 0.00742702943579333 0.003416700833675 0.00316676166951675 0.00244893960914924 0.00723523559735914 0.0179638029370818 0 0.0163652728909255
"level" 0 0 0 0.00226387756950104 0.0201308505284348 0.00667586452445592 0.00384437951714593 0.0019053788845912 0.00495135295719555 0.00683340166735001 0.00316676166951675 0 0 0.00449095073427045 0.00470776545912483 0.0109101819272836
"library" 0 0.187617260787992 0 0.00679163270850312 0.0268411340379131 0 0 0 0.0173297353501844 0 0.012667046678067 0 0 0 0.0188310618364993 0
"outside" 0 0 0 0 0.023485992283174 0 0 0.0057161366537736 0 0 0.00316676166951675 0.00244893960914924 0 0 0.00235388272956241 0.00272754548182091
"parting" 0 0 0 0.00679163270850312 0 0.00222528817481864 0.00384437951714593 0 0 0.00683340166735001 0.00316676166951675 0.00734681882744772 0.00904404449669892 0.00898190146854089 0.00470776545912483 0.00545509096364182
"poverty" 0 0 0 0.00679163270850312 0 0.00222528817481864 0.00768875903429187 0 0.00495135295719555 0 0.00950028500855026 0 0 0.00898190146854089 0.00235388272956241 0.00818263644546273
"prayers" 0 0 0 0 0 0.00222528817481864 0.0230662771028756 0.0057161366537736 0.00742702943579333 0.010250102501025 0.0063335233390335 0.00244893960914924 0.00180880889933978 0.0314366551398931 0.00470776545912483 0.00272754548182091
"preserved" 0 0 0 0 0.00671028350947828 0 0.00768875903429187 0.0019053788845912 0.00742702943579333 0.00683340166735001 0.0063335233390335 0 0.00180880889933978 0 0.0117694136478121 0
"rush" 0 0 0 0 0.00671028350947828 0.00445057634963728 0.00768875903429187 0.009526894422956 0 0.010250102501025 0.00316676166951675 0 0.00361761779867957 0.00449095073427045 0.00235388272956241 0.00545509096364182
"separate" 0 0 0.0115660421003932 0.00452775513900208 0 0.00445057634963728 0 0.0076215155383648 0 0 0.00316676166951675 0.00244893960914924 0.00542642669801935 0 0.00470776545912483 0.00545509096364182
"sober" 0.0829875518672199 0 0 0.00226387756950104 0 0.00222528817481864 0 0.0076215155383648 0 0 0.00950028500855026 0.00489787921829848 0.00180880889933978 0 0.00706164818868724 0.00545509096364182
"vicinity" 0 0 0 0 0 0.00445057634963728 0 0.0057161366537736 0.00247567647859778 0.003416700833675 0.0190005700171005 0 0 0 0.00235388272956241 0.00272754548182091
"weak" 0 0 0 0.0203748981255094 0.00335514175473914 0.00667586452445592 0.00768875903429187 0 0.00495135295719555 0.00683340166735001 0.00316676166951675 0.00734681882744772 0.00361761779867957 0.0359276058741636 0.00235388272956241 0.00272754548182091
"younger" 0 0 0.0231320842007865 0 0 0.00667586452445592 0 0 0.00247567647859778 0.003416700833675 0.012667046678067 0.00244893960914924 0.00723523559735914 0.00449095073427045 0.00706164818868724 0.00272754548182091
"absolute" 0 0.0312695434646654 0 0.00226387756950104 0 0.00222528817481864 0 0.0038107577691824 0.00495135295719555 0.00683340166735001 0.012667046678067 0 0.00542642669801935 0.00898190146854089 0.00235388272956241 0.00272754548182091
"bells" 0 0 0 0 0 0 0 0 0 0 0 0.00244893960914924 0.00542642669801935 0 0.0188310618364993 0.00545509096364182
"chosen" 0 0 0 0.0135832654170062 0.00335514175473914 0.0133517290489118 0 0 0.00495135295719555 0.00683340166735001 0.0063335233390335 0.00244893960914924 0.00542642669801935 0 0.00941553091824965 0.00272754548182091
"contained" 0 0 0.0115660421003932 0 0.0167757087736957 0.00890115269927456 0 0 0 0.00683340166735001 0.00316676166951675 0 0.00361761779867957 0.0179638029370818 0.00470776545912483 0.00272754548182091
"degrees" 0 0 0 0 0.0201308505284348 0.00222528817481864 0 0 0.00495135295719555 0.003416700833675 0.00316676166951675 0.00244893960914924 0.00361761779867957 0 0.00470776545912483 0
"doubts" 0 0 0 0.00226387756950104 0 0.0111264408740932 0 0.0019053788845912 0.00247567647859778 0.003416700833675 0.0063335233390335 0.00734681882744772 0.00361761779867957 0 0 0
"earthly" 0 0 0 0.00452775513900208 0 0.00890115269927456 0 0.009526894422956 0 0.003416700833675 0.00316676166951675 0.00489787921829848 0.00904404449669892 0.00449095073427045 0.00470776545912483 0.0354580912636718
"entertained" 0 0 0 0 0 0 0 0 0.00247567647859778 0.003416700833675 0.00316676166951675 0 0.00361761779867957 0 0.0164771791069369 0
"guest" 0 0 0 0.00226387756950104 0 0.0133517290489118 0 0 0.0148540588715867 0 0 0.0195915168731939 0.00904404449669892 0 0.00470776545912483 0.0109101819272836
"ina" 0 0 0 0.00679163270850312 0.00671028350947828 0.00222528817481864 0 0 0 0.003416700833675 0 0.00489787921829848 0.0108528533960387 0.00898190146854089 0.00235388272956241 0
"increase" 0 0 0 0.00226387756950104 0.00671028350947828 0.00445057634963728 0 0 0.00990270591439111 0.00683340166735001 0.00316676166951675 0.00244893960914924 0.00542642669801935 0.00449095073427045 0.00235388272956241 0
"liked" 0 0 0.0115660421003932 0.00679163270850312 0.0100654252642174 0.00445057634963728 0.00384437951714593 0.0038107577691824 0.00495135295719555 0.00683340166735001 0 0 0.00361761779867957 0 0 0
"market" 0 0 0 0 0 0 0 0 0 0 0 0.00489787921829848 0 0 0.00706164818868724 0.00272754548182091
"minister" 0 0 0 0.00905551027800417 0 0.00890115269927456 0.0153775180685837 0 0 0 0 0 0.00542642669801935 0.0134728522028113 0.00470776545912483 0.00818263644546273
"parliament" 0 0 0.0115660421003932 0 0 0 0 0.0038107577691824 0 0 0.012667046678067 0.00244893960914924 0 0 0.00470776545912483 0.00272754548182091
"per" 0 0 0 0.00452775513900208 0 0.00445057634963728 0 0.0019053788845912 0 0 0 0 0 0.00449095073427045 0.0235388272956241 0.00272754548182091
